GeneID,IU_2.5preg_n1,IU_2.5preg_n2,IU_2.5preg_n3,IA_2.5preg_n1,IA_2.5preg_n2,IA_2.5preg_n3
Zfp119b,633.0,492.0,484.0,481.0,535.0,583.0
Mef2a,2004.0,3870.0,1861.0,1965.0,2885.0,3051.0
Ifi47,1047.0,1322.0,826.0,640.0,818.0,1018.0
Gstm3,85.0,80.0,69.0,58.0,48.0,73.0
Rab32,1763.0,2170.0,1567.0,1346.0,2085.0,2048.0
Zfp319,1666.0,2568.0,1808.0,1759.0,2634.0,3045.0
Nrbp2,8888.0,14358.0,11428.0,8551.0,10366.0,10173.0
Cdc42se2,10393.0,14172.0,10394.0,8651.0,12434.0,14045.0
Emd,2230.0,3112.0,2227.0,2658.0,3556.0,3958.0
Kdm4c,2890.0,3568.0,2636.0,2701.0,3677.0,3702.0
5930430L01Rik,199.0,202.0,177.0,381.0,396.0,456.0
Pdha1,6458.0,9510.0,6292.0,7353.0,10200.0,11148.0
Dnajb12,1379.0,1821.0,1291.0,1597.0,2313.0,2302.0
Naa10,1176.0,1676.0,1273.0,1409.0,1813.0,1928.0
Rplp1,27454.0,35342.0,30126.0,24362.0,32040.0,37693.0
Gm4924,195.0,236.0,210.0,321.0,334.0,359.0
Mpp7,3245.0,3765.0,2817.0,2425.0,3154.0,3180.0
Ate1,2743.0,3898.0,2697.0,3080.0,4264.0,4409.0
Zfp958,642.0,667.0,557.0,681.0,784.0,819.0
Meis3,403.0,699.0,455.0,297.0,346.0,349.0
Mosmo,1334.0,1941.0,1313.0,1451.0,1903.0,1816.0
3110009E18Rik,63.0,95.0,77.0,82.0,128.0,162.0
Zfp651,2632.0,5065.0,2512.0,3290.0,4896.0,5187.0
Atf7ip2,3307.0,2293.0,2899.0,15.0,47.0,21.0
Cyp4b1,496.0,714.0,444.0,805.0,1158.0,918.0
Gm10132,434.0,362.0,433.0,329.0,411.0,507.0
Ssr1,8809.0,11294.0,8090.0,8391.0,12220.0,12822.0
Mapk3,8209.0,13231.0,8078.0,10343.0,14876.0,15171.0
Ppcdc,1410.0,1571.0,1478.0,2067.0,2340.0,2535.0
Nudcd1,1641.0,1880.0,1450.0,1237.0,1576.0,1824.0
Uba7,2395.0,3385.0,2689.0,2469.0,3299.0,3533.0
Tbc1d17,2191.0,3753.0,2492.0,2636.0,3498.0,3608.0
Pla1a,145.0,424.0,124.0,51.0,87.0,59.0
Mir10a,14.0,18.0,18.0,11.0,7.0,2.0
Zfp280d,1906.0,2408.0,1906.0,2472.0,2804.0,2890.0
Ubtd1,987.0,1402.0,1056.0,1390.0,1946.0,2331.0
Gm5546,21.0,21.0,11.0,28.0,29.0,19.0
Rnf145,4832.0,6547.0,4452.0,4823.0,6518.0,6896.0
Washc5,2153.0,3391.0,2353.0,3417.0,5066.0,5557.0
Zfp91,5929.0,7270.0,5823.0,5599.0,7728.0,7600.0
Leprotl1,2311.0,3117.0,2336.0,2279.0,3323.0,3692.0
BC037704,91.0,140.0,151.0,152.0,185.0,186.0
Aamdc,870.0,997.0,801.0,736.0,1087.0,1127.0
Tmprss11g,0.0,0.0,2.0,7.0,20.0,24.0
Nutf2-ps1,290.0,229.0,238.0,312.0,294.0,327.0
Tinf2,730.0,1046.0,741.0,845.0,1060.0,1122.0
Zfp428,328.0,568.0,407.0,408.0,648.0,773.0
Slc13a3,47.0,75.0,58.0,9.0,16.0,29.0
Vxn,715.0,763.0,751.0,891.0,1318.0,1411.0
Hyou1,16817.0,18114.0,16977.0,12733.0,17633.0,23230.0
Col18a1,9770.0,11803.0,9065.0,9742.0,14475.0,15432.0
H2-T23,3128.0,4197.0,2713.0,3592.0,5082.0,4714.0
Tmem248,5501.0,6560.0,5036.0,6107.0,8772.0,9425.0
Ptp4a2,14512.0,19265.0,14173.0,13872.0,20479.0,21111.0
Hsd11b2,83.0,334.0,127.0,22.0,24.0,57.0
Echdc3,558.0,765.0,632.0,724.0,960.0,1038.0
Sptlc2,2961.0,3719.0,2672.0,2502.0,3262.0,3793.0
Ttc39c,759.0,1014.0,800.0,1220.0,1685.0,2175.0
Rn18s,21849.0,18010.0,21093.0,44044.0,41582.0,39638.0
Zfp729b,1136.0,1335.0,1032.0,1031.0,1232.0,1207.0
Gm20300,2086.0,2639.0,2040.0,2050.0,2739.0,2730.0
9230112J17Rik,13.0,26.0,32.0,76.0,69.0,58.0
Zfp445,6529.0,8796.0,6913.0,6309.0,8301.0,8169.0
Arhgap33,1034.0,1423.0,1041.0,1163.0,1268.0,1195.0
Tmprss11e,0.0,0.0,0.0,2.0,0.0,0.0
Nmb,534.0,525.0,407.0,381.0,440.0,384.0
Klhl12,2515.0,3313.0,2524.0,2226.0,2998.0,3374.0
Phip,6791.0,8088.0,6644.0,7494.0,9412.0,9868.0
Hmgn3,935.0,1465.0,1006.0,1050.0,1500.0,1360.0
Stt3b,12478.0,14379.0,11330.0,15646.0,21033.0,23869.0
Ctf2,157.0,162.0,172.0,30.0,55.0,32.0
Jak2,11430.0,12905.0,10413.0,12340.0,15170.0,16027.0
Sec16a,8883.0,12097.0,8768.0,8030.0,11751.0,12793.0
Norad,10154.0,14262.0,10060.0,8710.0,13449.0,13985.0
Gm16754,63.0,55.0,90.0,51.0,60.0,35.0
Fyb2,2166.0,2853.0,2009.0,1547.0,2355.0,2704.0
Bhlha15,518.0,518.0,414.0,583.0,765.0,759.0
Rnf138,1246.0,1477.0,1338.0,1446.0,1844.0,2058.0
Rbbp6,4880.0,7249.0,5257.0,5867.0,7151.0,7285.0
Tef,8628.0,10720.0,7106.0,12383.0,14733.0,13704.0
Gpi1,11694.0,17862.0,11064.0,13608.0,18379.0,19272.0
Mterf1a,142.0,182.0,185.0,158.0,242.0,245.0
Ndufa6,1165.0,1384.0,1058.0,1198.0,1592.0,1709.0
Pet100,334.0,376.0,490.0,429.0,498.0,571.0
Ccdc90b,1306.0,1618.0,1372.0,1397.0,1859.0,2001.0
Cnot3,2668.0,4180.0,2711.0,2826.0,3696.0,4493.0
Mmadhc,2532.0,3264.0,2550.0,2483.0,3506.0,3966.0
Dhrs11,744.0,792.0,818.0,960.0,1298.0,1340.0
Alpl,410.0,477.0,420.0,312.0,459.0,553.0
Pnoc,35.0,101.0,31.0,32.0,63.0,78.0
Styx,407.0,495.0,397.0,432.0,558.0,518.0
AA414992,7.0,17.0,10.0,15.0,14.0,22.0
2510002D24Rik,1475.0,1810.0,1613.0,1444.0,1861.0,1870.0
Fam91a1,6278.0,8720.0,6240.0,6717.0,10081.0,10869.0
Washc3,1318.0,1642.0,1595.0,1760.0,2329.0,2704.0
Gabarapl2,3089.0,3423.0,3177.0,4280.0,5995.0,6718.0
Itgb8,830.0,998.0,864.0,658.0,1076.0,1208.0
Tcea2,407.0,599.0,448.0,626.0,632.0,731.0
Zfp970,1015.0,1400.0,943.0,926.0,1065.0,1039.0
Nup107,815.0,1155.0,803.0,889.0,1211.0,1327.0
Nucb1,15564.0,21553.0,15265.0,14876.0,20780.0,23033.0
Sar1b,1310.0,1352.0,1181.0,1432.0,1744.0,1901.0
Pkd2l2,474.0,613.0,433.0,730.0,849.0,853.0
Gm13669,106.0,118.0,64.0,86.0,95.0,103.0
Serpina3g,64.0,154.0,65.0,9.0,18.0,16.0
Gpihbp1,28.0,71.0,33.0,2.0,7.0,10.0
Aqp11,1660.0,1903.0,1776.0,364.0,463.0,432.0
Mir135a-2,110.0,66.0,69.0,24.0,21.0,23.0
Nr3c1,3558.0,5523.0,3166.0,3846.0,5102.0,5834.0
Gadd45a,2546.0,3048.0,2661.0,1719.0,2514.0,2923.0
Zmiz1,6445.0,10291.0,5508.0,9261.0,13078.0,13295.0
Atp6v0c,3753.0,4983.0,3888.0,4051.0,6141.0,6378.0
Rprd1a,1450.0,1801.0,1302.0,1474.0,2333.0,2269.0
Uba6,922.0,1472.0,946.0,1147.0,1590.0,1691.0
Sun1,8176.0,9288.0,7428.0,7855.0,10150.0,11454.0
Drd4,3030.0,2800.0,2467.0,3.0,5.0,2.0
Letmd1,1151.0,2161.0,1189.0,1274.0,1614.0,1405.0
Mrps24,1407.0,1950.0,1544.0,1597.0,2185.0,2263.0
Ppl,10667.0,11373.0,10085.0,7954.0,10743.0,10997.0
Mvd,368.0,388.0,278.0,271.0,405.0,343.0
Qdpr,1176.0,1496.0,1197.0,1387.0,1924.0,2330.0
Srpr,11251.0,14022.0,10992.0,7862.0,11253.0,12054.0
Plcd4,112.0,179.0,103.0,116.0,195.0,124.0
Hid1,2717.0,3437.0,2630.0,2986.0,4401.0,4220.0
Zhx1,4144.0,6312.0,3922.0,3539.0,4988.0,5305.0
2300009A05Rik,438.0,772.0,458.0,513.0,836.0,883.0
Wac,5333.0,8002.0,5557.0,6294.0,8584.0,9348.0
Psmg4,582.0,583.0,560.0,470.0,669.0,717.0
Fxr2,3836.0,5824.0,4508.0,4244.0,6048.0,6400.0
Snx25,970.0,1289.0,812.0,915.0,1218.0,1355.0
Sec62,7949.0,10029.0,7869.0,9931.0,13204.0,14361.0
Pabpn1,8996.0,12252.0,11062.0,8561.0,10457.0,9780.0
Sh3d19,3682.0,6778.0,3579.0,4428.0,6150.0,6581.0
Gm6485,278.0,384.0,336.0,363.0,559.0,597.0
Mgat3,2547.0,2746.0,2121.0,3830.0,4981.0,6376.0
Smox,10224.0,13077.0,10239.0,5476.0,7089.0,7078.0
Crabp2,79.0,107.0,94.0,0.0,3.0,2.0
Mir3101,53.0,42.0,45.0,22.0,46.0,39.0
Zfp275,1871.0,3124.0,1872.0,1853.0,2648.0,2680.0
Nsrp1,1239.0,1727.0,1196.0,1284.0,1926.0,2136.0
Prkx,1191.0,1755.0,1262.0,1423.0,1941.0,2301.0
Cfdp1,2370.0,3261.0,2464.0,2813.0,3920.0,4066.0
Ankrd28,1583.0,2389.0,1620.0,1766.0,2364.0,2501.0
Spsb3,1372.0,1994.0,1487.0,1388.0,2016.0,2358.0
Crebl2,2124.0,2936.0,2059.0,2240.0,3042.0,3299.0
Txlng,671.0,704.0,626.0,939.0,916.0,1044.0
Trim62,742.0,942.0,836.0,1040.0,1302.0,1256.0
Nectin2,4133.0,5269.0,4233.0,3850.0,5698.0,5987.0
Pcp2,14.0,10.0,4.0,8.0,6.0,5.0
Magoh,1125.0,1289.0,1119.0,1285.0,1648.0,1958.0
Atp5k,978.0,1281.0,1183.0,772.0,1061.0,1223.0
Pdk3,1735.0,2092.0,1876.0,1484.0,1988.0,2225.0
Icam4,5.0,4.0,2.0,20.0,13.0,9.0
Hdgf,5665.0,8455.0,5567.0,6100.0,8543.0,8997.0
Lsm4,1405.0,1861.0,1528.0,1684.0,2074.0,2261.0
Gm7984,43.0,91.0,82.0,88.0,112.0,92.0
Trmt44,394.0,581.0,477.0,561.0,669.0,802.0
Pfdn1,1670.0,1874.0,1579.0,1668.0,2305.0,2787.0
Mettl17,947.0,1182.0,1005.0,1122.0,1329.0,1364.0
Mlf2,6527.0,10225.0,6947.0,7109.0,10773.0,11664.0
Uap1,2526.0,3157.0,2454.0,2182.0,3002.0,3293.0
Pum2,10045.0,14270.0,9807.0,9759.0,13218.0,14090.0
Parp14,3029.0,4758.0,2810.0,2203.0,3192.0,3449.0
Atp5md,1829.0,1868.0,1799.0,1530.0,1943.0,2105.0
Arhgap12,2974.0,3284.0,3059.0,3254.0,4198.0,4146.0
Heatr5a,6521.0,8074.0,6212.0,3179.0,3979.0,5503.0
Rhoc,4703.0,8514.0,5494.0,2614.0,4593.0,4717.0
A230083G16Rik,39.0,80.0,48.0,46.0,65.0,54.0
Rps11-ps1,235.0,240.0,149.0,177.0,210.0,224.0
Tmem213,29.0,39.0,50.0,306.0,373.0,479.0
Desi1,2325.0,3231.0,2622.0,2021.0,2804.0,3011.0
Tmem123,8856.0,12712.0,8331.0,9097.0,12586.0,13481.0
Tmem74b,18.0,25.0,8.0,19.0,38.0,38.0
Nr4a1,344.0,594.0,431.0,318.0,829.0,542.0
Pi4kb,2657.0,3739.0,2704.0,2829.0,3947.0,4200.0
Dhcr24,5979.0,7788.0,6026.0,6002.0,8654.0,9604.0
Cog4,2705.0,3678.0,2464.0,2775.0,3873.0,4485.0
Smim8,947.0,866.0,859.0,1041.0,1264.0,1364.0
Pla2g10,1455.0,1270.0,1049.0,43.0,49.0,29.0
Myh7b,14.0,17.0,20.0,8.0,12.0,8.0
Oxtr,340.0,745.0,309.0,23.0,35.0,59.0
Gbp2,1873.0,2809.0,1494.0,1056.0,1295.0,1648.0
Atpif1,3276.0,3845.0,3487.0,4641.0,6480.0,6826.0
Il17c,3.0,10.0,4.0,1.0,3.0,0.0
Tmx3,5394.0,6124.0,5003.0,5771.0,7196.0,7991.0
Spock3,6.0,7.0,4.0,9.0,16.0,12.0
Ficd,1658.0,1793.0,1306.0,1347.0,1795.0,2017.0
Slc25a22,1412.0,2198.0,1502.0,1672.0,2230.0,2353.0
Btf3l4,1777.0,2513.0,1934.0,1999.0,2744.0,2939.0
Arid5a,893.0,1807.0,911.0,796.0,1133.0,1466.0
Adtrp,294.0,323.0,225.0,473.0,520.0,580.0
Tmem30a,5063.0,6649.0,4948.0,5366.0,6889.0,7931.0
Gdf6,14.0,57.0,23.0,13.0,16.0,16.0
Pcyt1b,3155.0,3406.0,2979.0,1834.0,2808.0,3301.0
Tax1bp3,2058.0,2303.0,1999.0,1634.0,2427.0,2451.0
Tnip1,3083.0,4089.0,3043.0,3007.0,4512.0,5018.0
Gstm1,76850.0,103239.0,78257.0,53908.0,77322.0,76246.0
Tmem200b,751.0,1550.0,1090.0,1307.0,1863.0,2378.0
Htr1d,24.0,50.0,43.0,38.0,104.0,92.0
Ckm,5.0,31.0,10.0,1.0,3.0,2.0
Gm15421,58.0,77.0,43.0,43.0,55.0,46.0
Gm3716,81.0,106.0,79.0,64.0,132.0,112.0
Smarcad1,1924.0,2747.0,1942.0,2338.0,3244.0,3233.0
Alkbh5,8413.0,12053.0,8160.0,11298.0,17089.0,19253.0
Cbx1,1932.0,2432.0,2086.0,1886.0,2368.0,2613.0
Rpl21,4314.0,5554.0,4480.0,4497.0,6218.0,6287.0
Slco1a4,63.0,132.0,46.0,93.0,144.0,104.0
Ndufb3,1475.0,1737.0,1509.0,1665.0,2054.0,2553.0
Saa3,4.0,21.0,35.0,2.0,12.0,0.0
Adam17,2630.0,3516.0,2399.0,2867.0,3420.0,3918.0
Tmem106b,14646.0,21076.0,13437.0,13400.0,19276.0,19776.0
Mettl23,903.0,980.0,801.0,678.0,968.0,984.0
Wdr77,16001.0,19005.0,14771.0,14539.0,21799.0,20949.0
Srsf9,1839.0,2484.0,2128.0,2191.0,3160.0,3369.0
Mb,93.0,85.0,63.0,36.0,83.0,75.0
Slc51a,76.0,68.0,69.0,2.0,0.0,4.0
Pabpc1,29172.0,47078.0,25060.0,28112.0,38179.0,40790.0
Tulp1,57.0,98.0,67.0,51.0,68.0,58.0
Ncstn,6503.0,9357.0,6611.0,6739.0,8938.0,9853.0
Mapk12,1223.0,1651.0,1367.0,1138.0,1203.0,1087.0
Eid2b,422.0,738.0,483.0,549.0,731.0,923.0
Tceal3,528.0,969.0,610.0,520.0,914.0,919.0
Ncapg2,537.0,732.0,498.0,437.0,621.0,639.0
Ap2a2,4383.0,6268.0,4520.0,4054.0,6000.0,6521.0
Oasl2,6080.0,8751.0,5630.0,4856.0,7127.0,6683.0
Msi1,536.0,867.0,563.0,769.0,1174.0,1149.0
Trpv6,156.0,164.0,153.0,229.0,292.0,223.0
Galnt4,1187.0,1688.0,1154.0,1266.0,1710.0,1988.0
Ythdc2,652.0,957.0,615.0,686.0,971.0,1023.0
Pigf,223.0,274.0,214.0,310.0,415.0,388.0
Tmem254,7.0,5.0,3.0,1.0,2.0,2.0
Dnm2,5825.0,8639.0,6324.0,5876.0,8894.0,9411.0
Emilin2,142.0,339.0,203.0,62.0,84.0,86.0
Exosc7,1156.0,1374.0,1216.0,1157.0,1892.0,1676.0
Crip1,10667.0,11897.0,11151.0,8715.0,12442.0,14967.0
Rrm2b,2881.0,3844.0,2692.0,2574.0,3603.0,4022.0
Mta1,2710.0,4200.0,2838.0,3237.0,4391.0,4517.0
Prss36,419.0,562.0,458.0,564.0,730.0,724.0
Utrn,7232.0,11680.0,6203.0,5362.0,7866.0,8561.0
Ptms,11045.0,21714.0,13609.0,12828.0,18543.0,19733.0
Cr1l,2717.0,3467.0,2774.0,2589.0,3241.0,3743.0
Immp1l,1113.0,1204.0,1060.0,1072.0,1518.0,1906.0
Tusc1,306.0,459.0,351.0,296.0,477.0,511.0
St14,8875.0,10572.0,7876.0,9672.0,12850.0,15131.0
Vegfb,1605.0,2213.0,1553.0,2130.0,3207.0,3252.0
Pgm3,1113.0,1264.0,1004.0,818.0,1192.0,1225.0
Tsku,9619.0,10723.0,11254.0,4627.0,6623.0,7637.0
Trim34a,783.0,1062.0,770.0,1053.0,1226.0,1196.0
Mgarp,18.0,8.0,5.0,2.0,8.0,2.0
Pomgnt2,1050.0,1466.0,1002.0,1254.0,1601.0,1771.0
Vps37a,6302.0,6645.0,6222.0,3788.0,4943.0,5499.0
Rps12,12003.0,11191.0,11724.0,6837.0,8415.0,9649.0
Ndufa8,302.0,529.0,318.0,385.0,435.0,547.0
Sdhb,2859.0,3713.0,2825.0,2717.0,3859.0,4226.0
Gadd45gip1,1156.0,1621.0,1264.0,1230.0,1629.0,1973.0
Col26a1,174.0,86.0,105.0,640.0,758.0,884.0
Gm10335,413.0,602.0,630.0,352.0,516.0,598.0
Epha7,127.0,230.0,95.0,119.0,198.0,189.0
Chst8,16.0,41.0,16.0,20.0,20.0,20.0
Kcnk3,134.0,435.0,124.0,161.0,203.0,265.0
Hpn,1150.0,1297.0,1187.0,1125.0,1550.0,1536.0
Cenpm,61.0,49.0,28.0,52.0,38.0,82.0
Amt,699.0,931.0,779.0,809.0,949.0,897.0
Tnf,15.0,6.0,6.0,11.0,26.0,20.0
Zfp738,882.0,1029.0,736.0,925.0,1088.0,959.0
Rnu7,37.0,32.0,36.0,64.0,64.0,70.0
Insl6,1191.0,1091.0,1315.0,92.0,147.0,149.0
Ighv1-72,0.0,0.0,0.0,0.0,0.0,0.0
Idh3g,2966.0,4944.0,3369.0,3444.0,4609.0,5001.0
Plod3,1924.0,3376.0,2141.0,2233.0,2872.0,3129.0
Tango2,709.0,715.0,745.0,635.0,755.0,779.0
Clp1,544.0,767.0,545.0,526.0,877.0,888.0
Sgsm2,2128.0,3330.0,2019.0,2377.0,3388.0,3370.0
Gm19955,18.0,5.0,3.0,13.0,15.0,13.0
Myo18a,4778.0,6838.0,4505.0,5575.0,8277.0,8653.0
Ssr4,5304.0,5290.0,5478.0,3772.0,4604.0,4942.0
Pmpcb,2401.0,3286.0,2274.0,2615.0,3220.0,3812.0
Derl1,2248.0,2676.0,2201.0,2176.0,2948.0,3421.0
Sgtb,169.0,346.0,238.0,108.0,233.0,222.0
Luc7l,5037.0,7294.0,5642.0,6102.0,6955.0,6940.0
Gm17821,5.0,10.0,5.0,5.0,2.0,3.0
Bsn,1048.0,1467.0,1263.0,344.0,412.0,312.0
Gm4832,34.0,26.0,29.0,1.0,2.0,1.0
Cbr4,638.0,843.0,599.0,668.0,1037.0,1133.0
Mcur1,2982.0,4109.0,2992.0,2483.0,3431.0,3700.0
Copz1,3140.0,4051.0,2980.0,3170.0,4607.0,4894.0
4930455G09Rik,36.0,33.0,34.0,47.0,51.0,61.0
C130036L24Rik,45.0,42.0,39.0,63.0,78.0,69.0
1700001O22Rik,563.0,767.0,498.0,394.0,516.0,540.0
Chst13,10.0,11.0,14.0,0.0,0.0,6.0
Gpatch4,521.0,797.0,506.0,599.0,728.0,824.0
Lman2l,3304.0,3986.0,3271.0,3920.0,5432.0,5961.0
Elac1,1259.0,1723.0,1239.0,1290.0,1684.0,1768.0
Pcbp1,12316.0,16404.0,12006.0,11388.0,16634.0,18473.0
Trappc6b,1889.0,2385.0,1821.0,1916.0,2540.0,2663.0
Dbp,1930.0,2163.0,1331.0,4324.0,5304.0,4490.0
Hyls1,293.0,327.0,281.0,528.0,465.0,467.0
Mir3074-1,2.0,11.0,2.0,5.0,3.0,2.0
Chad,754.0,859.0,977.0,1486.0,2225.0,1859.0
Gm19688,3.0,7.0,6.0,0.0,0.0,1.0
Arhgap27,1591.0,2148.0,1582.0,1096.0,1769.0,1928.0
Ephb3,816.0,1328.0,990.0,940.0,1335.0,1429.0
Vgll4,1547.0,2345.0,1440.0,1469.0,2091.0,2315.0
Bcl2l1,6080.0,8220.0,6043.0,6916.0,10428.0,10970.0
Rbmxl1,1202.0,1818.0,1199.0,1354.0,1870.0,2048.0
Exd1,110.0,137.0,117.0,162.0,188.0,223.0
Crybg1,2587.0,3136.0,2391.0,2171.0,3265.0,3368.0
Mcmbp,2682.0,4433.0,3026.0,3181.0,4338.0,4629.0
S100a14,211.0,244.0,163.0,132.0,166.0,207.0
Uxt,239.0,255.0,222.0,233.0,353.0,365.0
Aldh1l2,311.0,654.0,361.0,66.0,96.0,77.0
Il17rb,21029.0,22499.0,25367.0,2536.0,3144.0,2858.0
Sft2d2,10487.0,13672.0,9526.0,11531.0,16751.0,16810.0
Abhd5,1639.0,2057.0,1619.0,1225.0,1871.0,1868.0
Nsdhl,602.0,913.0,560.0,748.0,1122.0,1039.0
Kbtbd11,5963.0,7837.0,5382.0,6591.0,8229.0,9545.0
Pde4b,252.0,558.0,255.0,292.0,545.0,516.0
Mir16-1,1.0,4.0,2.0,3.0,3.0,3.0
Morf4l1-ps1,858.0,907.0,708.0,849.0,1093.0,1241.0
Cct8l1,12.0,16.0,17.0,2.0,0.0,12.0
Mrps12,1245.0,1451.0,1314.0,1127.0,1664.0,1893.0
Pura,1178.0,1750.0,1186.0,1101.0,1973.0,2223.0
Rela,3642.0,5437.0,3974.0,3775.0,5664.0,6133.0
Phf21b,126.0,195.0,142.0,187.0,241.0,201.0
Ly6h,306.0,564.0,363.0,267.0,365.0,348.0
Snord2,60.0,90.0,71.0,44.0,44.0,43.0
Actr6,529.0,566.0,559.0,608.0,845.0,927.0
Hnrnph2,2450.0,3749.0,2518.0,2562.0,3825.0,4014.0
Ufsp2,1505.0,1883.0,1439.0,1525.0,2041.0,2295.0
Cox7c,3580.0,3612.0,3577.0,3109.0,3739.0,4503.0
Vtcn1,3923.0,4643.0,3746.0,3298.0,4680.0,4912.0
Ndnf,30.0,44.0,47.0,33.0,43.0,82.0
Nudt5,656.0,679.0,648.0,668.0,751.0,943.0
H3c4,36.0,46.0,53.0,31.0,35.0,29.0
Gm16062,20.0,17.0,21.0,18.0,11.0,16.0
Acot2,736.0,1152.0,573.0,826.0,1247.0,1334.0
Znhit6,897.0,1203.0,950.0,764.0,974.0,1003.0
Synrg,4125.0,5559.0,4148.0,4333.0,6315.0,6685.0
Rps26,15767.0,20489.0,16945.0,13221.0,17966.0,18945.0
Slc25a33,4197.0,4086.0,4217.0,1368.0,1800.0,2161.0
Nudt3,4126.0,5532.0,4215.0,3432.0,4933.0,5530.0
Svip,1072.0,1419.0,978.0,1354.0,1727.0,1825.0
Ndufb4b,17.0,14.0,19.0,24.0,28.0,37.0
Rab5if,1032.0,1475.0,1274.0,1048.0,1459.0,1767.0
Sec63,9209.0,11151.0,8439.0,9496.0,12990.0,13877.0
Cdcp1,9322.0,10277.0,9179.0,4611.0,5545.0,6046.0
Snrpa,2652.0,4199.0,2990.0,3280.0,4582.0,4906.0
Pithd1,1314.0,1831.0,1326.0,1726.0,2661.0,2679.0
Krt27,2.0,2.0,1.0,0.0,0.0,0.0
A2ml1,128753.0,148450.0,147943.0,80511.0,136730.0,131420.0
Slc22a23,3534.0,4509.0,3546.0,1772.0,2445.0,2426.0
Greb1,6544.0,10292.0,7051.0,10210.0,12480.0,15676.0
Ist1,3801.0,5510.0,3923.0,4195.0,5691.0,5984.0
Acaca,8994.0,9032.0,7307.0,2078.0,3300.0,3644.0
Cd300e,24.0,24.0,48.0,24.0,20.0,23.0
Tmprss12,4.0,0.0,1.0,5.0,4.0,1.0
Med9,1582.0,2239.0,1689.0,1963.0,2959.0,3167.0
Cox5b,3479.0,4544.0,3818.0,3287.0,4465.0,4833.0
Cdk5rap3,3525.0,4273.0,3619.0,2867.0,4652.0,4771.0
Ifnar1,3590.0,5294.0,3611.0,3912.0,5473.0,5949.0
Canx,20898.0,25765.0,19754.0,21434.0,29393.0,34523.0
Klk1b27,6.0,26.0,12.0,2.0,8.0,15.0
Ncbp1,2614.0,3556.0,3051.0,2149.0,3256.0,3228.0
Rab11fip2,2964.0,4933.0,2829.0,3904.0,5128.0,5222.0
Gm13003,63.0,65.0,55.0,132.0,131.0,116.0
Tapt1,2476.0,3685.0,2616.0,3050.0,3782.0,4153.0
Ywhah,1207.0,1920.0,1135.0,1233.0,1545.0,1905.0
Gm5148,417.0,529.0,412.0,465.0,539.0,490.0
Mtmr3,5883.0,8455.0,5953.0,5970.0,8265.0,9483.0
Emc4,1491.0,2102.0,1577.0,1804.0,2549.0,2524.0
Gpr137b,629.0,851.0,602.0,620.0,834.0,981.0
Rell2,10.0,19.0,26.0,25.0,31.0,41.0
Araf,6994.0,8371.0,7126.0,5835.0,7041.0,7060.0
Kdm5c,7438.0,10320.0,7521.0,7112.0,10751.0,12463.0
Zfp827,2985.0,4441.0,2938.0,4348.0,5725.0,5980.0
Prkacb,5676.0,9400.0,5402.0,5005.0,7220.0,7916.0
Zbtb46,485.0,660.0,510.0,400.0,458.0,645.0
Gm12693,101.0,151.0,122.0,93.0,105.0,107.0
Dctpp1,261.0,374.0,325.0,278.0,383.0,426.0
Casp8ap2,1025.0,1495.0,963.0,1042.0,1375.0,1541.0
Mir682,190.0,504.0,373.0,262.0,301.0,314.0
Lrp8,116.0,133.0,110.0,145.0,202.0,200.0
Grm8,11.0,4.0,18.0,8.0,28.0,14.0
H4c11,17.0,69.0,57.0,32.0,107.0,43.0
8430423G03Rik,6.0,6.0,8.0,28.0,31.0,22.0
Oga,10012.0,12928.0,10068.0,10149.0,13539.0,15474.0
Smim11,840.0,994.0,891.0,855.0,1143.0,1295.0
Casp1,474.0,427.0,337.0,508.0,537.0,681.0
Rps27rt,733.0,760.0,599.0,729.0,1082.0,878.0
Aasdhppt,1728.0,1903.0,1672.0,1496.0,2112.0,2247.0
Dnajc30,698.0,1047.0,674.0,855.0,1208.0,1367.0
Slc25a36,3843.0,4928.0,4054.0,4628.0,4943.0,5138.0
Taok3,2542.0,3528.0,2362.0,2323.0,3299.0,3691.0
Atosa,2526.0,4583.0,2587.0,2778.0,3002.0,3275.0
Il13ra1,3216.0,3334.0,2937.0,4876.0,6658.0,6708.0
Mrnip,130.0,224.0,120.0,171.0,187.0,246.0
Serpine2,13394.0,13575.0,12253.0,4004.0,5313.0,6516.0
Thtpa,1508.0,2154.0,1449.0,1895.0,2241.0,2549.0
Fosl1,1.0,4.0,1.0,2.0,4.0,0.0
Gm12505,8.0,8.0,5.0,1.0,4.0,0.0
Rpl13-ps6,163.0,263.0,175.0,147.0,200.0,159.0
Zbtb26,955.0,1357.0,886.0,1003.0,1491.0,1505.0
Tcp1,6565.0,8727.0,6605.0,7648.0,9840.0,11801.0
Cdon,7540.0,9461.0,6751.0,7899.0,11933.0,12935.0
Pla2g5,1387.0,1641.0,1136.0,1435.0,2344.0,2191.0
Yipf2,2205.0,2499.0,2292.0,2184.0,2965.0,3184.0
Ripk4,1940.0,2279.0,2015.0,2095.0,3148.0,3413.0
Plxna3,1746.0,2505.0,1880.0,2240.0,2890.0,3066.0
Hk2,773.0,1062.0,896.0,240.0,250.0,279.0
Kctd6,961.0,1194.0,995.0,1298.0,1763.0,1737.0
Bpifc,99.0,159.0,135.0,58.0,76.0,97.0
Dkc1,953.0,1474.0,1005.0,1251.0,1580.0,1701.0
