GeneID,IU_1.5preg_n1,IU_1.5preg_n2,IU_1.5preg_n3,IA_1.5preg_n1,IA_1.5preg_n2,IA_1.5preg_n3
Mef2a,3777.0,3224.0,2559.0,3220.0,1849.0,2633.0
Ifi47,1329.0,1060.0,966.0,666.0,479.0,855.0
Gstm3,67.0,80.0,47.0,64.0,40.0,71.0
Rab32,2851.0,2082.0,2117.0,1670.0,1436.0,2344.0
Zfp319,2361.0,2087.0,1866.0,2277.0,1685.0,2194.0
Nrbp2,13186.0,11559.0,9476.0,9086.0,5555.0,7849.0
Cdc42se2,10264.0,11606.0,8907.0,8523.0,6929.0,10095.0
Emd,3826.0,3205.0,2770.0,2695.0,2095.0,3023.0
Kdm4c,3304.0,3298.0,2877.0,2887.0,2104.0,3112.0
5930430L01Rik,246.0,261.0,168.0,451.0,280.0,391.0
Pdha1,10243.0,8651.0,8079.0,9713.0,5990.0,10644.0
Dnajb12,1732.0,1683.0,1416.0,1887.0,1364.0,2108.0
Naa10,1901.0,1699.0,1495.0,1302.0,981.0,1524.0
Rplp1,32113.0,31685.0,27289.0,24823.0,19151.0,24157.0
Gm4924,211.0,284.0,138.0,286.0,229.0,248.0
Mpp7,3301.0,3157.0,2842.0,2670.0,1722.0,2723.0
Ate1,4383.0,3725.0,2961.0,3761.0,2666.0,3588.0
Zfp958,600.0,470.0,473.0,587.0,393.0,639.0
Meis3,818.0,555.0,476.0,476.0,265.0,339.0
Mosmo,1911.0,1433.0,1294.0,1609.0,1026.0,1380.0
3110009E18Rik,81.0,81.0,78.0,99.0,88.0,102.0
Zfp651,4922.0,3487.0,3665.0,3712.0,2798.0,4150.0
Atf7ip2,495.0,2266.0,729.0,28.0,15.0,34.0
Cyp4b1,980.0,725.0,657.0,994.0,588.0,1087.0
Gm10132,398.0,455.0,466.0,315.0,276.0,279.0
Ssr1,11981.0,10470.0,10140.0,9595.0,7261.0,9815.0
Mapk3,13875.0,11551.0,10378.0,12761.0,8988.0,14879.0
Ppcdc,1559.0,1379.0,1314.0,1948.0,1223.0,1862.0
Nudcd1,1916.0,1665.0,1505.0,1359.0,888.0,1356.0
Uba7,3551.0,3260.0,2696.0,2957.0,2055.0,2747.0
Tbc1d17,3289.0,2980.0,2358.0,3477.0,2157.0,3421.0
Pla1a,577.0,363.0,254.0,265.0,93.0,105.0
Mir10a,19.0,12.0,15.0,21.0,8.0,7.0
Zfp280d,2329.0,2127.0,1733.0,2554.0,1662.0,2497.0
Ubtd1,1497.0,1252.0,1193.0,1503.0,1081.0,1772.0
Gm5546,24.0,21.0,10.0,27.0,20.0,17.0
Rnf145,7324.0,5454.0,5456.0,5630.0,3712.0,5533.0
Washc5,3722.0,3075.0,2717.0,4464.0,3066.0,4940.0
Zfp91,6719.0,6405.0,5226.0,5399.0,4250.0,6854.0
Leprotl1,2999.0,2652.0,2441.0,2505.0,1769.0,2760.0
BC037704,144.0,136.0,89.0,150.0,102.0,102.0
Aamdc,915.0,976.0,826.0,843.0,507.0,929.0
Tmprss11g,48.0,6.0,6.0,18.0,26.0,19.0
Nutf2-ps1,188.0,203.0,344.0,244.0,224.0,238.0
Tinf2,891.0,867.0,667.0,960.0,599.0,931.0
Zfp428,585.0,479.0,485.0,403.0,391.0,530.0
Slc13a3,114.0,52.0,55.0,37.0,15.0,18.0
Vxn,794.0,626.0,648.0,1061.0,733.0,1148.0
Hyou1,22839.0,21800.0,19077.0,11961.0,12186.0,12894.0
Col18a1,14229.0,10314.0,12033.0,12130.0,8814.0,15699.0
H2-T23,5433.0,4054.0,3745.0,4978.0,3320.0,5569.0
Tmem248,6838.0,6082.0,5406.0,6168.0,4770.0,6403.0
Ptp4a2,18224.0,16688.0,15126.0,15553.0,12392.0,18867.0
Hsd11b2,510.0,328.0,221.0,44.0,24.0,67.0
Echdc3,729.0,659.0,597.0,802.0,549.0,837.0
Sptlc2,3645.0,3258.0,2903.0,2735.0,1964.0,2957.0
Ttc39c,969.0,844.0,796.0,1267.0,1112.0,1486.0
Rn18s,19521.0,12949.0,16892.0,53843.0,26410.0,50544.0
Zfp729b,1261.0,1215.0,910.0,1022.0,686.0,1123.0
Gm20300,2548.0,2281.0,2133.0,2211.0,1481.0,2259.0
9230112J17Rik,48.0,54.0,37.0,80.0,53.0,58.0
Zfp445,8125.0,7399.0,5450.0,7270.0,5008.0,6884.0
Arhgap33,1364.0,1182.0,1058.0,1280.0,705.0,1130.0
Tmprss11e,11.0,2.0,0.0,0.0,2.0,2.0
Nmb,541.0,413.0,466.0,335.0,198.0,434.0
Klhl12,2224.0,2439.0,1858.0,2408.0,1757.0,2736.0
Phip,7655.0,7438.0,5328.0,9218.0,5836.0,8238.0
Hmgn3,1265.0,1090.0,983.0,1100.0,916.0,1334.0
Stt3b,14922.0,13562.0,12520.0,17591.0,12481.0,19317.0
Ctf2,33.0,132.0,86.0,38.0,15.0,33.0
Jak2,11278.0,12276.0,8569.0,11311.0,8657.0,12467.0
Sec16a,11304.0,9869.0,8486.0,10691.0,6727.0,10559.0
Norad,13275.0,11882.0,9645.0,10105.0,8430.0,11045.0
Gm16754,69.0,49.0,38.0,86.0,20.0,42.0
Fyb2,2115.0,2305.0,1968.0,1790.0,1486.0,1930.0
Bhlha15,560.0,273.0,365.0,680.0,150.0,474.0
Rnf138,1515.0,1306.0,1232.0,1375.0,996.0,1570.0
Rbbp6,6918.0,5852.0,4730.0,6967.0,4395.0,6490.0
Tef,10080.0,6942.0,7325.0,15019.0,8889.0,11874.0
Gpi1,20498.0,15869.0,15184.0,15695.0,10604.0,18201.0
Mterf1a,172.0,127.0,131.0,198.0,115.0,154.0
Ndufa6,1162.0,1227.0,1124.0,1044.0,809.0,1322.0
Pet100,408.0,468.0,418.0,368.0,292.0,415.0
Ccdc90b,1611.0,1547.0,1369.0,1507.0,1073.0,1553.0
Cnot3,3799.0,3238.0,2521.0,3419.0,2323.0,3182.0
Mmadhc,3054.0,2745.0,2550.0,2384.0,2074.0,2938.0
Dhrs11,1085.0,967.0,963.0,1001.0,682.0,1099.0
Alpl,1578.0,604.0,712.0,383.0,371.0,554.0
Pnoc,956.0,202.0,368.0,526.0,67.0,221.0
Styx,527.0,424.0,369.0,442.0,319.0,463.0
AA414992,23.0,21.0,6.0,22.0,12.0,33.0
2510002D24Rik,1453.0,1618.0,1203.0,1482.0,910.0,1579.0
Fam91a1,8635.0,7309.0,6451.0,7788.0,5541.0,8679.0
Washc3,1650.0,1501.0,1497.0,1625.0,1291.0,2022.0
Gabarapl2,3115.0,3018.0,2627.0,3997.0,3604.0,4751.0
Itgb8,545.0,976.0,489.0,949.0,800.0,1001.0
Tcea2,505.0,436.0,340.0,499.0,349.0,526.0
Zfp970,1184.0,915.0,825.0,993.0,594.0,851.0
Nup107,1480.0,1106.0,1081.0,1194.0,775.0,1099.0
Nucb1,23148.0,19962.0,19848.0,18706.0,12261.0,19704.0
Sar1b,1438.0,1474.0,1187.0,1223.0,949.0,1566.0
Pkd2l2,551.0,537.0,441.0,712.0,533.0,742.0
Gm13669,106.0,91.0,86.0,79.0,57.0,144.0
Serpina3g,162.0,92.0,119.0,29.0,5.0,27.0
Gpihbp1,123.0,96.0,48.0,71.0,21.0,15.0
Aqp11,715.0,1325.0,872.0,421.0,167.0,434.0
Mir135a-2,61.0,70.0,54.0,16.0,10.0,13.0
Nr3c1,5771.0,4660.0,3850.0,5708.0,3190.0,5093.0
Gadd45a,2533.0,2547.0,2037.0,2059.0,1666.0,2168.0
Zmiz1,14040.0,9410.0,8074.0,13078.0,7830.0,11532.0
Atp6v0c,4805.0,4557.0,3747.0,4614.0,3523.0,5009.0
Rprd1a,1838.0,1604.0,1367.0,1639.0,1182.0,1864.0
Uba6,1319.0,1190.0,980.0,1436.0,942.0,1256.0
Sun1,7883.0,8813.0,6798.0,8397.0,6088.0,9134.0
Drd4,84.0,1609.0,509.0,0.0,2.0,2.0
Letmd1,2274.0,1760.0,1492.0,1592.0,924.0,1468.0
Mrps24,1920.0,1942.0,1724.0,1516.0,1177.0,1708.0
Ppl,9161.0,12111.0,8538.0,10123.0,7160.0,10582.0
Mvd,652.0,436.0,388.0,297.0,142.0,306.0
Qdpr,1537.0,1544.0,1406.0,1502.0,1228.0,1850.0
Srpr,12856.0,12774.0,10971.0,8856.0,6082.0,9151.0
Plcd4,186.0,147.0,110.0,148.0,147.0,118.0
Hid1,3645.0,2892.0,2869.0,3722.0,2575.0,3775.0
Zhx1,5801.0,5010.0,4548.0,4528.0,3039.0,4801.0
2300009A05Rik,596.0,586.0,437.0,485.0,446.0,526.0
Wac,7514.0,6738.0,5451.0,6709.0,4840.0,6782.0
Psmg4,620.0,561.0,462.0,351.0,363.0,475.0
Fxr2,5497.0,4837.0,4080.0,4605.0,3239.0,4533.0
Snx25,1338.0,1222.0,1036.0,1129.0,833.0,1022.0
Sec62,9929.0,9003.0,7976.0,10476.0,8541.0,11745.0
Pabpn1,9578.0,10396.0,7594.0,8587.0,5902.0,6610.0
Sh3d19,9066.0,5836.0,5797.0,6463.0,4056.0,5623.0
Gm6485,359.0,356.0,323.0,374.0,311.0,543.0
Mgat3,3406.0,2643.0,3093.0,4875.0,3515.0,4958.0
Smox,7705.0,12094.0,8050.0,5522.0,4059.0,6085.0
Crabp2,739.0,407.0,402.0,10.0,4.0,5.0
Mir3101,44.0,37.0,31.0,29.0,16.0,16.0
Zfp275,3090.0,2690.0,2230.0,2406.0,1475.0,2067.0
Nsrp1,1773.0,1624.0,1366.0,1579.0,1327.0,1778.0
Prkx,1725.0,1468.0,1194.0,1859.0,1472.0,1995.0
Cfdp1,3397.0,2844.0,2705.0,2894.0,2229.0,3516.0
Ankrd28,2314.0,2078.0,1759.0,2333.0,1568.0,2262.0
Spsb3,1870.0,1823.0,1399.0,1681.0,1177.0,1845.0
Crebl2,2224.0,2555.0,1837.0,2915.0,1982.0,2916.0
Txlng,804.0,704.0,591.0,970.0,598.0,824.0
Trim62,981.0,861.0,737.0,1007.0,631.0,888.0
Nectin2,5379.0,4855.0,4601.0,4733.0,3513.0,5534.0
Pcp2,8.0,2.0,2.0,9.0,4.0,4.0
Magoh,1318.0,1254.0,1102.0,1147.0,1036.0,1481.0
Atp5k,1288.0,1229.0,1072.0,714.0,588.0,709.0
Pdk3,1444.0,1694.0,1218.0,1424.0,1182.0,1933.0
Icam4,10.0,5.0,6.0,10.0,12.0,12.0
Hdgf,8984.0,7062.0,6523.0,6661.0,5164.0,7553.0
Lsm4,1981.0,1927.0,1637.0,1468.0,1269.0,1739.0
Gm7984,75.0,79.0,64.0,59.0,60.0,55.0
Trmt44,445.0,402.0,338.0,558.0,352.0,556.0
Pfdn1,1917.0,1858.0,1683.0,1706.0,1462.0,2077.0
Mettl17,1100.0,1048.0,779.0,1017.0,728.0,946.0
Mlf2,11363.0,9749.0,8232.0,7832.0,6104.0,8793.0
Uap1,3583.0,2915.0,2688.0,2219.0,1705.0,2159.0
Pum2,13132.0,11776.0,9557.0,10718.0,7676.0,11344.0
Parp14,4727.0,3912.0,3212.0,3419.0,2054.0,3096.0
Atp5md,1803.0,1933.0,1742.0,1236.0,950.0,1338.0
Arhgap12,3315.0,2894.0,2510.0,3614.0,2379.0,3666.0
Heatr5a,5550.0,6667.0,4515.0,4163.0,3191.0,3922.0
Rhoc,8369.0,6947.0,6230.0,4175.0,2616.0,3913.0
A230083G16Rik,50.0,52.0,39.0,55.0,24.0,56.0
Rps11-ps1,260.0,204.0,151.0,147.0,89.0,146.0
Tmem213,112.0,69.0,60.0,314.0,275.0,173.0
Desi1,3179.0,2752.0,2060.0,2140.0,1468.0,2294.0
Tmem123,14256.0,11330.0,11370.0,9513.0,6853.0,10853.0
Tmem74b,25.0,29.0,20.0,38.0,9.0,20.0
Nr4a1,748.0,492.0,491.0,522.0,382.0,479.0
Pi4kb,3524.0,3255.0,2811.0,3309.0,2128.0,3203.0
Dhcr24,13505.0,9379.0,8876.0,6286.0,5093.0,7292.0
Cog4,3687.0,3209.0,3012.0,3473.0,2456.0,4036.0
Smim8,884.0,821.0,749.0,934.0,698.0,1070.0
Pla2g10,34.0,686.0,200.0,36.0,22.0,60.0
Myh7b,25.0,17.0,18.0,18.0,22.0,22.0
Oxtr,858.0,856.0,537.0,157.0,75.0,73.0
Gbp2,3436.0,2256.0,2396.0,1512.0,885.0,1975.0
Atpif1,4057.0,3777.0,3530.0,4585.0,3643.0,5366.0
Il17c,4.0,8.0,2.0,2.0,1.0,0.0
Tmx3,5828.0,5328.0,4781.0,5719.0,4195.0,6519.0
Spock3,14.0,11.0,13.0,12.0,6.0,7.0
Ficd,1651.0,1277.0,1230.0,1257.0,879.0,1220.0
Slc25a22,1997.0,1722.0,1364.0,1598.0,1067.0,1626.0
Btf3l4,2333.0,2055.0,1843.0,2255.0,1593.0,2295.0
Arid5a,1104.0,1016.0,691.0,1257.0,773.0,1028.0
Adtrp,453.0,416.0,458.0,354.0,328.0,421.0
Tmem30a,5897.0,5543.0,4942.0,5544.0,4307.0,5831.0
Gdf6,54.0,38.0,35.0,123.0,19.0,41.0
Pcyt1b,1007.0,2317.0,992.0,2023.0,1541.0,2612.0
Tax1bp3,2519.0,2166.0,2036.0,1876.0,1355.0,2105.0
Tnip1,3919.0,3583.0,3134.0,3738.0,2817.0,4432.0
Gstm1,50173.0,79196.0,52670.0,58262.0,46198.0,70130.0
Tmem200b,1534.0,1133.0,1117.0,1971.0,928.0,1189.0
Htr1d,77.0,53.0,51.0,73.0,31.0,102.0
Ckm,92.0,54.0,58.0,2.0,2.0,4.0
Gm15421,53.0,47.0,39.0,40.0,23.0,40.0
Gm3716,77.0,66.0,89.0,56.0,46.0,75.0
Smarcad1,2684.0,2248.0,1863.0,2427.0,1648.0,2306.0
Alkbh5,12306.0,10265.0,9369.0,14176.0,10474.0,13875.0
Cbx1,2373.0,2102.0,1744.0,1977.0,1467.0,2173.0
Rpl21,5624.0,4993.0,4379.0,3839.0,3241.0,4530.0
Slco1a4,212.0,209.0,89.0,222.0,100.0,100.0
Ndufb3,1815.0,1646.0,1454.0,1494.0,1374.0,1633.0
Saa3,1251.0,290.0,142.0,6.0,21.0,1.0
Adam17,3537.0,3027.0,2510.0,3120.0,2209.0,3182.0
Tmem106b,22283.0,18069.0,17204.0,16051.0,10793.0,16679.0
Mettl23,882.0,867.0,743.0,639.0,546.0,675.0
Wdr77,19170.0,16732.0,15935.0,12467.0,10164.0,15361.0
Srsf9,2753.0,2520.0,2086.0,2478.0,2031.0,2636.0
Mb,103.0,75.0,90.0,70.0,46.0,103.0
Slc51a,10.0,40.0,27.0,2.0,0.0,3.0
Pabpc1,48485.0,35599.0,33899.0,37976.0,21326.0,43371.0
Tulp1,166.0,112.0,123.0,116.0,42.0,80.0
Ncstn,9097.0,8131.0,6958.0,7808.0,5437.0,8160.0
Mapk12,1291.0,1211.0,962.0,1181.0,764.0,948.0
Eid2b,876.0,705.0,657.0,743.0,523.0,772.0
Tceal3,1189.0,1030.0,747.0,745.0,641.0,753.0
Ncapg2,927.0,748.0,686.0,666.0,377.0,699.0
Ap2a2,6838.0,5530.0,5122.0,5030.0,3456.0,5244.0
Oasl2,9208.0,7579.0,6297.0,5859.0,3864.0,6341.0
Msi1,783.0,667.0,568.0,983.0,690.0,834.0
Trpv6,2657.0,341.0,380.0,298.0,203.0,263.0
Galnt4,1556.0,1467.0,1235.0,1301.0,990.0,1285.0
Ythdc2,926.0,842.0,719.0,911.0,633.0,843.0
Pigf,312.0,230.0,249.0,236.0,204.0,258.0
Tmem254,1.0,12.0,5.0,2.0,1.0,0.0
Dnm2,8222.0,7710.0,5923.0,7134.0,5278.0,7652.0
Emilin2,647.0,313.0,332.0,177.0,96.0,213.0
Exosc7,1390.0,1427.0,1092.0,1299.0,976.0,1460.0
Crip1,10327.0,10897.0,10977.0,9037.0,7056.0,9725.0
Rrm2b,3435.0,3216.0,2645.0,3056.0,2260.0,3286.0
Mta1,4551.0,3335.0,3107.0,3973.0,2449.0,4251.0
Prss36,520.0,456.0,392.0,583.0,435.0,569.0
Utrn,12747.0,10515.0,8031.0,11317.0,5861.0,8646.0
Ptms,26437.0,21482.0,17019.0,16855.0,11015.0,15406.0
Cr1l,3391.0,3156.0,2600.0,2848.0,1982.0,2932.0
Immp1l,1100.0,985.0,910.0,1059.0,714.0,1583.0
Tusc1,390.0,400.0,362.0,394.0,259.0,305.0
St14,10757.0,9482.0,8234.0,10322.0,8253.0,11979.0
Vegfb,2611.0,2127.0,1734.0,2483.0,1808.0,2459.0
Pgm3,1269.0,1231.0,1094.0,1040.0,672.0,1092.0
Tsku,1172.0,6519.0,1875.0,4201.0,4116.0,5209.0
Trim34a,1011.0,815.0,745.0,1011.0,769.0,1018.0
Mgarp,19.0,4.0,8.0,8.0,2.0,14.0
Pomgnt2,1217.0,1062.0,932.0,1352.0,922.0,1360.0
Vps37a,5120.0,6113.0,4283.0,4673.0,3124.0,4553.0
Rps12,10450.0,10299.0,9530.0,5841.0,4231.0,6308.0
Ndufa8,472.0,429.0,435.0,335.0,278.0,448.0
Sdhb,4303.0,3685.0,3385.0,2788.0,2381.0,3252.0
Gadd45gip1,1450.0,1435.0,1193.0,1208.0,1059.0,1440.0
Col26a1,451.0,218.0,275.0,590.0,488.0,707.0
Gm10335,557.0,460.0,538.0,411.0,319.0,294.0
Epha7,168.0,124.0,143.0,102.0,79.0,147.0
Chst8,86.0,82.0,40.0,25.0,14.0,21.0
Kcnk3,1427.0,566.0,554.0,315.0,176.0,207.0
Hpn,1258.0,1255.0,1107.0,1275.0,810.0,1458.0
Cenpm,91.0,44.0,69.0,60.0,27.0,85.0
Amt,651.0,630.0,536.0,694.0,436.0,596.0
Tnf,36.0,15.0,7.0,25.0,9.0,14.0
Zfp738,1028.0,707.0,683.0,844.0,551.0,805.0
Rnu7,62.0,48.0,52.0,47.0,52.0,72.0
Insl6,185.0,804.0,366.0,67.0,75.0,147.0
Ighv1-72,0.0,30.0,18.0,0.0,0.0,0.0
Idh3g,4694.0,4300.0,3626.0,3829.0,2888.0,4124.0
Plod3,3697.0,2691.0,2485.0,2826.0,1759.0,2658.0
Tango2,794.0,640.0,533.0,673.0,492.0,668.0
Clp1,681.0,694.0,590.0,605.0,496.0,618.0
Sgsm2,3318.0,2853.0,2460.0,2910.0,1966.0,2969.0
Gm19955,4.0,2.0,1.0,4.0,10.0,17.0
Myo18a,7459.0,6156.0,5498.0,7397.0,4943.0,7696.0
Ssr4,5085.0,4721.0,4843.0,4046.0,2399.0,4536.0
Pmpcb,3253.0,2893.0,2699.0,2886.0,1827.0,3116.0
Derl1,2557.0,2703.0,2170.0,2388.0,1820.0,2579.0
Sgtb,299.0,250.0,208.0,257.0,116.0,228.0
Luc7l,6222.0,5081.0,4236.0,5825.0,3574.0,4695.0
Gm17821,6.0,0.0,1.0,2.0,6.0,4.0
Bsn,1314.0,1492.0,790.0,393.0,200.0,250.0
Gm4832,5.0,7.0,5.0,0.0,0.0,0.0
Cbr4,686.0,840.0,710.0,831.0,538.0,874.0
Mcur1,2795.0,3555.0,2222.0,2874.0,1971.0,2902.0
Copz1,4176.0,3796.0,3287.0,3364.0,2652.0,4121.0
4930455G09Rik,31.0,36.0,14.0,41.0,22.0,26.0
C130036L24Rik,37.0,26.0,44.0,62.0,25.0,37.0
1700001O22Rik,918.0,581.0,625.0,524.0,290.0,491.0
Chst13,5.0,6.0,2.0,5.0,2.0,2.0
Gpatch4,927.0,703.0,560.0,544.0,476.0,617.0
Lman2l,4501.0,3539.0,3453.0,4846.0,3093.0,4932.0
Elac1,1499.0,1362.0,1101.0,1463.0,1022.0,1307.0
Pcbp1,17453.0,15322.0,12818.0,12631.0,10350.0,13101.0
Trappc6b,2526.0,2283.0,2031.0,2053.0,1600.0,2180.0
Dbp,2626.0,1653.0,1863.0,5903.0,3242.0,4812.0
Hyls1,233.0,264.0,208.0,344.0,216.0,288.0
Mir3074-1,6.0,6.0,0.0,3.0,1.0,3.0
Chad,928.0,572.0,703.0,1578.0,1090.0,1519.0
Gm19688,2.0,3.0,0.0,3.0,0.0,2.0
Arhgap27,2400.0,2091.0,1781.0,1341.0,879.0,1427.0
Ephb3,1493.0,1013.0,899.0,1273.0,788.0,980.0
Vgll4,2153.0,1890.0,1802.0,2131.0,1420.0,2192.0
Bcl2l1,7431.0,7455.0,6339.0,7631.0,6927.0,9537.0
Rbmxl1,1706.0,1522.0,1436.0,1363.0,1055.0,1559.0
Exd1,133.0,158.0,122.0,149.0,108.0,185.0
Crybg1,3170.0,3086.0,2565.0,2452.0,1679.0,2629.0
Mcmbp,4284.0,3719.0,3000.0,3407.0,2335.0,3495.0
S100a14,285.0,224.0,215.0,192.0,116.0,276.0
Uxt,252.0,226.0,201.0,219.0,217.0,244.0
Aldh1l2,428.0,389.0,406.0,122.0,60.0,100.0
Il17rb,7111.0,19093.0,6446.0,2194.0,1583.0,2350.0
Sft2d2,13729.0,12220.0,10494.0,14103.0,9686.0,14840.0
Abhd5,1849.0,1490.0,1599.0,1219.0,796.0,1551.0
Nsdhl,984.0,966.0,770.0,871.0,640.0,968.0
Kbtbd11,6469.0,6835.0,5389.0,7751.0,5587.0,7550.0
Pde4b,574.0,382.0,354.0,459.0,392.0,454.0
Mir16-1,2.0,5.0,0.0,2.0,1.0,5.0
Morf4l1-ps1,1084.0,894.0,801.0,824.0,606.0,916.0
Cct8l1,22.0,35.0,12.0,24.0,6.0,4.0
Mrps12,1638.0,1393.0,1321.0,1375.0,969.0,1413.0
Pura,1797.0,1591.0,1249.0,1786.0,1337.0,1628.0
Rela,5532.0,4336.0,3800.0,4940.0,3350.0,4981.0
Phf21b,207.0,137.0,131.0,302.0,122.0,160.0
Ly6h,812.0,529.0,552.0,332.0,155.0,277.0
Snord2,42.0,47.0,36.0,53.0,30.0,28.0
Actr6,639.0,526.0,457.0,601.0,471.0,684.0
Hnrnph2,3899.0,3248.0,2734.0,3347.0,2507.0,3527.0
Ufsp2,1920.0,1696.0,1517.0,1672.0,1194.0,1874.0
Cox7c,3487.0,3668.0,3420.0,3001.0,2062.0,3264.0
Vtcn1,5844.0,4287.0,4143.0,3916.0,2667.0,4711.0
Ndnf,45.0,56.0,47.0,37.0,26.0,58.0
Nudt5,754.0,689.0,574.0,687.0,502.0,646.0
H3c4,26.0,14.0,15.0,29.0,10.0,40.0
Gm16062,11.0,24.0,8.0,12.0,13.0,9.0
Acot2,1221.0,904.0,960.0,1015.0,924.0,1167.0
Znhit6,1013.0,947.0,779.0,632.0,615.0,769.0
Synrg,5188.0,5153.0,4016.0,5501.0,4005.0,5821.0
Rps26,18811.0,16561.0,15185.0,12780.0,9227.0,14456.0
Slc25a33,1957.0,3719.0,2013.0,1330.0,954.0,1217.0
Nudt3,5481.0,4985.0,4370.0,3799.0,3146.0,4016.0
Svip,1488.0,1194.0,1128.0,1419.0,959.0,1621.0
Ndufb4b,26.0,25.0,25.0,20.0,10.0,21.0
Rab5if,1335.0,1350.0,1124.0,971.0,925.0,1222.0
Sec63,11027.0,10211.0,8881.0,10608.0,7737.0,10859.0
Cdcp1,6525.0,8858.0,6126.0,5041.0,3424.0,5070.0
Snrpa,4207.0,3704.0,3086.0,2956.0,2676.0,3718.0
Pithd1,1729.0,1442.0,1375.0,1958.0,1338.0,2289.0
Krt27,1.0,2.0,0.0,0.0,0.0,0.0
A2ml1,219848.0,140163.0,222802.0,193735.0,80653.0,205655.0
Slc22a23,2941.0,4490.0,2763.0,1988.0,1711.0,2260.0
Greb1,12977.0,9678.0,7104.0,12803.0,9530.0,10402.0
Ist1,5277.0,4272.0,3683.0,4575.0,3334.0,5200.0
Acaca,4797.0,9553.0,4188.0,2587.0,2326.0,3200.0
Cd300e,135.0,121.0,46.0,37.0,10.0,16.0
Tmprss12,1.0,4.0,2.0,2.0,9.0,10.0
Med9,2298.0,2030.0,1599.0,1984.0,1740.0,2523.0
Cox5b,4448.0,4156.0,3853.0,3150.0,2423.0,3360.0
Cdk5rap3,4182.0,4132.0,3519.0,3636.0,2742.0,4067.0
Ifnar1,5486.0,3934.0,3417.0,4682.0,3056.0,4766.0
Canx,28330.0,25181.0,23060.0,23219.0,18036.0,24704.0
Klk1b27,11.0,11.0,9.0,2.0,4.0,0.0
Ncbp1,3575.0,2960.0,2825.0,2061.0,1906.0,2417.0
Rab11fip2,4714.0,4304.0,3109.0,4751.0,3479.0,4217.0
Gm13003,103.0,86.0,87.0,125.0,40.0,73.0
Tapt1,3138.0,3072.0,2439.0,2966.0,2015.0,2906.0
Ywhah,2194.0,1569.0,1315.0,1309.0,1015.0,1453.0
Gm5148,439.0,467.0,335.0,450.0,289.0,505.0
Mtmr3,7955.0,7354.0,6008.0,7588.0,5030.0,7515.0
Emc4,1769.0,1887.0,1469.0,1622.0,1284.0,1816.0
Gpr137b,797.0,616.0,527.0,1037.0,491.0,750.0
Rell2,46.0,27.0,35.0,33.0,30.0,39.0
Araf,7566.0,7189.0,5788.0,6259.0,3853.0,6157.0
Kdm5c,10190.0,8621.0,7119.0,9681.0,6562.0,9825.0
Zfp827,4340.0,3923.0,2939.0,5073.0,3703.0,4693.0
Prkacb,10652.0,8222.0,7116.0,6960.0,4685.0,6916.0
Zbtb46,548.0,519.0,412.0,559.0,344.0,536.0
Gm12693,102.0,114.0,82.0,42.0,59.0,71.0
Dctpp1,387.0,321.0,331.0,288.0,199.0,327.0
Casp8ap2,1305.0,1185.0,1012.0,1101.0,749.0,1041.0
Mir682,425.0,210.0,237.0,256.0,95.0,183.0
Lrp8,198.0,154.0,177.0,226.0,122.0,188.0
Grm8,7.0,4.0,8.0,6.0,9.0,4.0
H4c11,60.0,37.0,29.0,75.0,31.0,54.0
8430423G03Rik,15.0,22.0,6.0,55.0,30.0,36.0
Oga,11006.0,11156.0,8546.0,12507.0,9143.0,13162.0
Smim11,1064.0,857.0,874.0,922.0,730.0,1055.0
Casp1,609.0,474.0,490.0,631.0,466.0,771.0
Rps27rt,602.0,609.0,681.0,455.0,434.0,623.0
Aasdhppt,1768.0,1625.0,1386.0,1436.0,1129.0,1568.0
Dnajc30,1073.0,955.0,795.0,986.0,828.0,1210.0
Slc25a36,4553.0,4414.0,3484.0,4884.0,3065.0,4107.0
Taok3,3374.0,2726.0,2247.0,3247.0,2425.0,3347.0
Atosa,3284.0,3431.0,2191.0,4096.0,2116.0,3191.0
Il13ra1,3637.0,2984.0,3031.0,4053.0,3255.0,5232.0
Mrnip,195.0,228.0,155.0,199.0,165.0,206.0
Serpine2,2908.0,7668.0,2548.0,3763.0,3687.0,4779.0
Thtpa,2291.0,2135.0,1869.0,1996.0,1503.0,2237.0
Fosl1,2.0,2.0,0.0,8.0,0.0,0.0
Gm12505,6.0,7.0,3.0,0.0,0.0,0.0
Rpl13-ps6,243.0,159.0,170.0,146.0,143.0,240.0
Zbtb26,1123.0,941.0,911.0,1125.0,747.0,1043.0
Tcp1,9354.0,8049.0,7043.0,7722.0,6032.0,8654.0
Cdon,9943.0,8129.0,7891.0,9517.0,6493.0,10434.0
Pla2g5,2328.0,1795.0,1937.0,1155.0,1282.0,1354.0
Yipf2,1948.0,2260.0,1845.0,2282.0,1759.0,2592.0
Ripk4,1549.0,1971.0,1480.0,2124.0,1979.0,2509.0
Plxna3,2511.0,2184.0,1539.0,2634.0,1581.0,2144.0
Hk2,2451.0,1485.0,1616.0,327.0,205.0,351.0
Kctd6,941.0,968.0,883.0,1160.0,885.0,1211.0
Bpifc,76.0,82.0,97.0,23.0,18.0,65.0
Dkc1,1638.0,1292.0,1176.0,1319.0,915.0,1321.0
Npas2,2532.0,2843.0,1831.0,2310.0,1487.0,2672.0
Ndufa13,4505.0,4045.0,3573.0,3325.0,2568.0,3795.0
Gm45916,14.0,5.0,14.0,16.0,7.0,14.0
