GeneID,IU_0.5preg_n1,IU_0.5preg_n2,IU_0.5preg_n3,IA_0.5preg_n1,IA_0.5preg_n2,IA_0.5preg_n3
Dnajb12,1012.0,1027.0,948.0,994.0,1338.0,1156.0
Naa10,599.0,581.0,556.0,628.0,774.0,742.0
Rplp1,14333.0,15619.0,15042.0,9645.0,12969.0,11907.0
Gm4924,64.0,118.0,86.0,82.0,121.0,124.0
Mpp7,1353.0,1168.0,1123.0,1102.0,1454.0,1227.0
Ate1,1296.0,1496.0,1150.0,1415.0,1812.0,1684.0
Zfp958,313.0,283.0,215.0,226.0,257.0,291.0
Meis3,274.0,335.0,268.0,131.0,161.0,189.0
Mosmo,776.0,855.0,650.0,533.0,675.0,621.0
3110009E18Rik,28.0,32.0,17.0,39.0,37.0,41.0
Zfp651,1437.0,1659.0,1233.0,1300.0,1672.0,1440.0
Atf7ip2,73.0,32.0,35.0,8.0,15.0,3.0
Cyp4b1,216.0,231.0,185.0,232.0,361.0,266.0
Gm10132,284.0,253.0,220.0,134.0,161.0,167.0
Ssr1,6591.0,6842.0,5698.0,7954.0,6795.0,7711.0
Mapk3,6665.0,6528.0,5452.0,5301.0,7986.0,6644.0
Ppcdc,568.0,721.0,649.0,540.0,804.0,665.0
Nudcd1,1140.0,1146.0,1034.0,976.0,785.0,910.0
Uba7,2527.0,2516.0,1917.0,1354.0,1889.0,1301.0
Tbc1d17,1424.0,1697.0,1445.0,823.0,1566.0,1128.0
Pla1a,260.0,270.0,205.0,121.0,166.0,121.0
Mir10a,13.0,17.0,6.0,2.0,13.0,15.0
Zfp280d,745.0,912.0,762.0,782.0,1082.0,900.0
Ubtd1,870.0,995.0,955.0,899.0,977.0,1137.0
Gm5546,6.0,3.0,1.0,2.0,10.0,5.0
Rnf145,3511.0,3685.0,3016.0,2785.0,3024.0,3325.0
Washc5,1486.0,1560.0,1135.0,1618.0,2273.0,1946.0
Zfp91,2144.0,2372.0,1803.0,2584.0,3238.0,3093.0
Leprotl1,1071.0,1186.0,946.0,1053.0,1299.0,1232.0
BC037704,83.0,139.0,112.0,49.0,76.0,69.0
Aamdc,288.0,346.0,317.0,246.0,410.0,349.0
Tmprss11g,158.0,23.0,50.0,53.0,17.0,18.0
Nutf2-ps1,67.0,64.0,193.0,109.0,155.0,125.0
Tinf2,1070.0,913.0,1317.0,536.0,553.0,511.0
Zfp428,217.0,248.0,235.0,277.0,317.0,326.0
Slc13a3,46.0,44.0,121.0,41.0,9.0,395.0
Vxn,479.0,867.0,614.0,681.0,1226.0,1256.0
Hyou1,19492.0,15126.0,17126.0,29565.0,11655.0,18330.0
Col18a1,4552.0,5896.0,4516.0,4773.0,5374.0,4474.0
H2-T23,4802.0,4775.0,3585.0,2283.0,3434.0,2230.0
Tmem248,4049.0,4102.0,3685.0,4514.0,3528.0,4362.0
Ptp4a2,9795.0,10252.0,8276.0,8510.0,10015.0,10233.0
Hsd11b2,104.0,93.0,60.0,41.0,45.0,51.0
Echdc3,161.0,192.0,177.0,116.0,293.0,166.0
Sptlc2,2029.0,1945.0,1643.0,2196.0,1999.0,2410.0
Ttc39c,1824.0,1784.0,1788.0,1968.0,954.0,2063.0
Rn18s,2971.0,5222.0,4308.0,3476.0,5198.0,4116.0
Zfp729b,476.0,533.0,420.0,352.0,495.0,464.0
Gm20300,991.0,1141.0,960.0,876.0,1161.0,999.0
9230112J17Rik,11.0,16.0,8.0,19.0,33.0,18.0
Zfp445,2783.0,3390.0,2554.0,2707.0,3812.0,3244.0
Arhgap33,253.0,335.0,238.0,243.0,468.0,303.0
Tmprss11e,48.0,13.0,13.0,0.0,2.0,0.0
Nmb,589.0,622.0,637.0,117.0,199.0,174.0
Klhl12,823.0,856.0,713.0,961.0,1154.0,1009.0
Phip,2995.0,2993.0,2492.0,2996.0,4100.0,3630.0
Hmgn3,449.0,503.0,421.0,405.0,595.0,562.0
Stt3b,8440.0,9420.0,8449.0,11454.0,11816.0,12852.0
Ctf2,4.0,9.0,4.0,11.0,9.0,15.0
Jak2,4458.0,4231.0,3297.0,4286.0,5241.0,5150.0
Sec16a,6577.0,6186.0,5229.0,7204.0,6464.0,6697.0
Norad,5015.0,5184.0,4049.0,4529.0,5961.0,5210.0
Gm16754,88.0,97.0,88.0,23.0,45.0,34.0
Fyb2,2032.0,2312.0,1864.0,2087.0,1597.0,2082.0
Bhlha15,1095.0,731.0,1117.0,846.0,535.0,909.0
Rnf138,543.0,643.0,533.0,520.0,713.0,710.0
Rbbp6,2259.0,2552.0,1977.0,2198.0,2933.0,2531.0
Tef,1375.0,1303.0,1462.0,1741.0,2499.0,1920.0
Gpi1,15976.0,13719.0,13172.0,8217.0,10268.0,10090.0
Mterf1a,58.0,67.0,55.0,69.0,73.0,66.0
Ndufa6,1145.0,1375.0,1212.0,789.0,941.0,893.0
Pet100,227.0,264.0,246.0,195.0,276.0,235.0
Ccdc90b,646.0,747.0,616.0,587.0,843.0,668.0
Cnot3,1740.0,1805.0,1568.0,1653.0,2085.0,1952.0
Mmadhc,1576.0,1448.0,1402.0,1658.0,1543.0,1605.0
Dhrs11,514.0,636.0,745.0,876.0,679.0,917.0
Alpl,7712.0,5192.0,4543.0,1421.0,1421.0,1834.0
Pnoc,118.0,236.0,52.0,445.0,413.0,353.0
Styx,180.0,218.0,132.0,156.0,218.0,149.0
AA414992,5.0,7.0,6.0,2.0,5.0,5.0
2510002D24Rik,416.0,600.0,515.0,485.0,613.0,577.0
Fam91a1,4085.0,4352.0,3647.0,4963.0,5401.0,6363.0
Washc3,600.0,611.0,606.0,611.0,826.0,764.0
Gabarapl2,1445.0,1739.0,1622.0,1690.0,2100.0,2066.0
Itgb8,378.0,343.0,259.0,401.0,454.0,413.0
Tcea2,112.0,209.0,171.0,130.0,225.0,161.0
Zfp970,427.0,448.0,360.0,319.0,385.0,375.0
Nup107,476.0,450.0,407.0,430.0,523.0,422.0
Nucb1,14733.0,15303.0,13330.0,12955.0,15711.0,16409.0
Sar1b,735.0,839.0,822.0,744.0,788.0,867.0
Pkd2l2,380.0,383.0,333.0,374.0,507.0,446.0
Gm13669,55.0,53.0,32.0,49.0,61.0,54.0
Serpina3g,494.0,127.0,93.0,44.0,24.0,9.0
Gpihbp1,77.0,180.0,82.0,9.0,67.0,29.0
Aqp11,83.0,115.0,95.0,65.0,219.0,149.0
Mir135a-2,46.0,68.0,40.0,26.0,30.0,17.0
Nr3c1,2091.0,1932.0,1501.0,1521.0,2284.0,1875.0
Gadd45a,3601.0,3358.0,2859.0,1281.0,1094.0,1016.0
Zmiz1,5846.0,6189.0,4858.0,4950.0,6382.0,5171.0
Atp6v0c,2946.0,2978.0,2675.0,2688.0,2740.0,2777.0
Rprd1a,732.0,833.0,638.0,622.0,856.0,784.0
Uba6,722.0,578.0,554.0,561.0,686.0,636.0
Sun1,2561.0,2599.0,2212.0,2849.0,3796.0,3377.0
Drd4,5.0,1.0,1.0,2.0,0.0,3.0
Letmd1,664.0,709.0,534.0,434.0,738.0,564.0
Mrps24,694.0,798.0,687.0,750.0,928.0,847.0
Ppl,4383.0,3821.0,3249.0,4649.0,3991.0,4548.0
Mvd,1018.0,568.0,635.0,682.0,255.0,385.0
Qdpr,740.0,894.0,807.0,896.0,982.0,1070.0
Srpr,7699.0,8097.0,7197.0,7507.0,6164.0,7708.0
Plcd4,43.0,73.0,40.0,33.0,75.0,46.0
Hid1,2339.0,2225.0,2089.0,3547.0,2759.0,2896.0
Zhx1,1658.0,1720.0,1441.0,1393.0,1936.0,1490.0
2300009A05Rik,201.0,346.0,236.0,271.0,263.0,275.0
Wac,2985.0,2837.0,2431.0,2535.0,3308.0,3139.0
Psmg4,203.0,244.0,212.0,207.0,257.0,219.0
Fxr2,2432.0,2405.0,2017.0,1998.0,2352.0,2221.0
Snx25,596.0,571.0,551.0,430.0,593.0,600.0
Sec62,3783.0,4256.0,3540.0,4118.0,4968.0,4958.0
Pabpn1,3486.0,5094.0,4087.0,2907.0,4617.0,3912.0
Sh3d19,3993.0,3787.0,3385.0,2050.0,3689.0,3082.0
Gm6485,132.0,167.0,121.0,126.0,200.0,165.0
Mgat3,790.0,1008.0,857.0,1372.0,2128.0,1670.0
Smox,10439.0,7334.0,8175.0,1924.0,2363.0,2026.0
Crabp2,135.0,38.0,73.0,1.0,3.0,3.0
Mir3101,5.0,6.0,9.0,0.0,11.0,2.0
Zfp275,789.0,864.0,592.0,797.0,1075.0,952.0
Nsrp1,785.0,791.0,745.0,649.0,748.0,698.0
Prkx,743.0,856.0,641.0,984.0,991.0,1005.0
Cfdp1,1444.0,1490.0,1218.0,1246.0,1497.0,1459.0
Ankrd28,963.0,1202.0,913.0,916.0,1216.0,1043.0
Spsb3,766.0,823.0,668.0,776.0,832.0,812.0
Crebl2,1032.0,1088.0,790.0,620.0,1075.0,725.0
Txlng,281.0,344.0,287.0,247.0,350.0,339.0
Trim62,520.0,699.0,532.0,601.0,769.0,884.0
Nectin2,4700.0,3724.0,3617.0,2195.0,2609.0,2281.0
Pcp2,2.0,4.0,4.0,3.0,4.0,3.0
Magoh,504.0,572.0,454.0,540.0,634.0,563.0
Atp5k,410.0,547.0,487.0,488.0,558.0,564.0
Pdk3,567.0,591.0,524.0,753.0,951.0,926.0
Icam4,3.0,2.0,2.0,3.0,1.0,2.0
Hdgf,3761.0,3738.0,3154.0,3657.0,3902.0,3936.0
Lsm4,655.0,852.0,711.0,839.0,1095.0,1040.0
Gm7984,31.0,25.0,37.0,36.0,48.0,43.0
Trmt44,264.0,238.0,237.0,188.0,226.0,227.0
Pfdn1,705.0,922.0,716.0,812.0,976.0,914.0
Mettl17,355.0,509.0,435.0,330.0,562.0,475.0
Mlf2,3829.0,4741.0,3804.0,5004.0,5184.0,5384.0
Uap1,3039.0,2942.0,2965.0,2347.0,1682.0,2399.0
Pum2,5136.0,5196.0,4267.0,4110.0,5468.0,5183.0
Parp14,5318.0,4230.0,2757.0,1786.0,1907.0,1563.0
Atp5md,732.0,883.0,756.0,813.0,839.0,872.0
Arhgap12,1573.0,1514.0,1372.0,1332.0,1788.0,1545.0
Heatr5a,2533.0,2486.0,2141.0,2452.0,2376.0,2468.0
Rhoc,5398.0,5111.0,4240.0,2833.0,2579.0,2853.0
A230083G16Rik,36.0,19.0,21.0,18.0,45.0,37.0
Rps11-ps1,87.0,105.0,93.0,75.0,68.0,85.0
Tmem213,617.0,423.0,507.0,681.0,418.0,431.0
Desi1,1592.0,1536.0,1442.0,1193.0,1183.0,1208.0
Tmem123,3996.0,3894.0,3242.0,3787.0,4892.0,4538.0
Tmem74b,37.0,47.0,23.0,10.0,11.0,9.0
Nr4a1,2062.0,2555.0,2688.0,481.0,592.0,446.0
Pi4kb,1495.0,1616.0,1214.0,1466.0,1815.0,1618.0
Dhcr24,6016.0,4782.0,4474.0,6589.0,3922.0,6715.0
Cog4,1856.0,1898.0,1666.0,1397.0,1857.0,1699.0
Smim8,300.0,404.0,337.0,349.0,470.0,403.0
Pla2g10,11.0,22.0,7.0,15.0,94.0,34.0
Myh7b,112.0,83.0,89.0,14.0,45.0,8.0
Oxtr,270.0,212.0,156.0,72.0,102.0,96.0
Gbp2,4473.0,2812.0,1803.0,1324.0,1177.0,667.0
Atpif1,1765.0,2194.0,1913.0,2195.0,2988.0,2613.0
Il17c,188.0,106.0,171.0,1.0,1.0,2.0
Tmx3,2397.0,2449.0,2054.0,2338.0,2926.0,2988.0
Spock3,2.0,3.0,3.0,6.0,13.0,16.0
Ficd,1178.0,918.0,1074.0,1178.0,679.0,909.0
Slc25a22,1204.0,1078.0,867.0,1040.0,888.0,1034.0
Btf3l4,872.0,1004.0,899.0,884.0,1091.0,1012.0
Arid5a,1629.0,1750.0,1545.0,498.0,493.0,435.0
Adtrp,111.0,93.0,90.0,157.0,204.0,260.0
Tmem30a,3022.0,3222.0,2705.0,3026.0,3116.0,3339.0
Gdf6,30.0,33.0,39.0,7.0,11.0,16.0
Pcyt1b,492.0,543.0,420.0,536.0,1238.0,894.0
Tax1bp3,1497.0,1443.0,1320.0,1284.0,1196.0,1442.0
Tnip1,2042.0,2063.0,1632.0,1702.0,2463.0,2168.0
Gstm1,12017.0,15445.0,12467.0,19012.0,27693.0,25182.0
Tmem200b,984.0,1172.0,1023.0,689.0,939.0,968.0
Htr1d,74.0,55.0,71.0,20.0,72.0,36.0
Ckm,3.0,2.0,4.0,4.0,6.0,0.0
Gm15421,25.0,32.0,27.0,14.0,24.0,15.0
Gm3716,12.0,16.0,16.0,11.0,23.0,16.0
Smarcad1,1040.0,1109.0,913.0,980.0,1227.0,1127.0
Alkbh5,7761.0,7083.0,6975.0,6450.0,7342.0,6893.0
Cbx1,960.0,1169.0,997.0,881.0,1159.0,1114.0
Rpl21,2263.0,2388.0,2070.0,1472.0,1990.0,1973.0
Slco1a4,10.0,23.0,15.0,16.0,40.0,48.0
Ndufb3,642.0,799.0,647.0,642.0,920.0,860.0
Saa3,407.0,35.0,149.0,134.0,0.0,9.0
Adam17,1925.0,1822.0,1555.0,1539.0,2145.0,1987.0
Tmem106b,5627.0,6548.0,5069.0,4609.0,6931.0,5777.0
Mettl23,320.0,401.0,350.0,274.0,331.0,341.0
Wdr77,4536.0,5626.0,4464.0,6284.0,7308.0,7344.0
Srsf9,1108.0,1150.0,992.0,1215.0,1374.0,1288.0
Mb,61.0,77.0,77.0,52.0,69.0,64.0
Slc51a,0.0,0.0,0.0,0.0,1.0,0.0
Pabpc1,26464.0,24033.0,20830.0,14466.0,19898.0,18691.0
Tulp1,69.0,76.0,50.0,16.0,39.0,21.0
Ncstn,5600.0,5298.0,4641.0,4467.0,5104.0,5331.0
Mapk12,288.0,336.0,243.0,247.0,399.0,309.0
Eid2b,248.0,377.0,232.0,246.0,331.0,285.0
Tceal3,253.0,241.0,149.0,196.0,201.0,134.0
Ncapg2,296.0,333.0,285.0,267.0,549.0,316.0
Ap2a2,3369.0,3031.0,2819.0,2662.0,2924.0,2724.0
Oasl2,8152.0,9632.0,6545.0,5374.0,6433.0,5441.0
Msi1,204.0,323.0,190.0,292.0,446.0,315.0
Trpv6,5011.0,1287.0,1658.0,281.0,340.0,243.0
Galnt4,954.0,972.0,857.0,840.0,953.0,1250.0
Ythdc2,348.0,304.0,283.0,368.0,516.0,431.0
Pigf,164.0,158.0,109.0,153.0,218.0,233.0
Tmem254,0.0,2.0,2.0,4.0,1.0,2.0
Dnm2,3661.0,3764.0,3213.0,3754.0,4352.0,4210.0
Emilin2,278.0,189.0,175.0,132.0,101.0,116.0
Exosc7,494.0,471.0,429.0,479.0,780.0,596.0
Crip1,3707.0,3994.0,4009.0,3898.0,4660.0,4723.0
Rrm2b,1034.0,1061.0,917.0,962.0,1187.0,1032.0
Mta1,1700.0,1976.0,1596.0,1450.0,2081.0,1799.0
Prss36,138.0,174.0,130.0,132.0,240.0,174.0
Utrn,5102.0,5287.0,3998.0,3844.0,4535.0,4339.0
Ptms,6814.0,8264.0,6104.0,6188.0,10076.0,7884.0
Cr1l,1764.0,1769.0,1632.0,1296.0,1586.0,1611.0
Immp1l,422.0,428.0,381.0,345.0,542.0,438.0
Tusc1,148.0,176.0,142.0,131.0,159.0,140.0
St14,8931.0,6316.0,6318.0,4460.0,5661.0,5406.0
Vegfb,836.0,933.0,815.0,725.0,1003.0,840.0
Pgm3,819.0,725.0,751.0,842.0,673.0,746.0
Tsku,289.0,341.0,240.0,1491.0,1836.0,1565.0
Trim34a,772.0,658.0,653.0,427.0,525.0,423.0
Mgarp,398.0,277.0,309.0,6.0,17.0,5.0
Pomgnt2,415.0,485.0,434.0,422.0,500.0,473.0
Vps37a,1545.0,1958.0,1485.0,2051.0,2583.0,2321.0
Rps12,4869.0,5434.0,5465.0,2369.0,3071.0,3166.0
Ndufa8,284.0,369.0,343.0,352.0,397.0,409.0
Sdhb,1529.0,1609.0,1486.0,1658.0,1902.0,1967.0
Gadd45gip1,716.0,814.0,766.0,752.0,753.0,779.0
Col26a1,50.0,43.0,27.0,174.0,297.0,183.0
Gm10335,209.0,225.0,273.0,134.0,206.0,191.0
Epha7,56.0,132.0,83.0,99.0,157.0,159.0
Chst8,289.0,220.0,243.0,15.0,9.0,10.0
Kcnk3,307.0,377.0,240.0,171.0,526.0,366.0
Hpn,473.0,503.0,478.0,474.0,614.0,514.0
Cenpm,37.0,45.0,46.0,24.0,53.0,46.0
Amt,176.0,237.0,179.0,219.0,318.0,265.0
Tnf,89.0,60.0,57.0,11.0,7.0,16.0
Zfp738,390.0,459.0,289.0,299.0,445.0,361.0
Rnu7,3.0,4.0,6.0,6.0,14.0,6.0
Insl6,64.0,47.0,47.0,40.0,58.0,33.0
Ighv1-72,1.0,0.0,21.0,2.0,0.0,2.0
Idh3g,2089.0,2303.0,1795.0,1888.0,2281.0,2385.0
Plod3,2154.0,1978.0,1718.0,1601.0,1642.0,1557.0
Tango2,252.0,249.0,248.0,249.0,293.0,288.0
Clp1,279.0,286.0,258.0,259.0,272.0,281.0
Sgsm2,1872.0,2089.0,1789.0,1377.0,1742.0,1652.0
Gm19955,29.0,35.0,35.0,17.0,10.0,11.0
Myo18a,3347.0,3561.0,2930.0,3572.0,4093.0,3864.0
Ssr4,3500.0,4145.0,3786.0,3316.0,4040.0,4096.0
Pmpcb,1492.0,1504.0,1239.0,1223.0,1511.0,1368.0
Derl1,1784.0,1781.0,1640.0,1798.0,1668.0,1741.0
Sgtb,368.0,352.0,355.0,103.0,127.0,119.0
Luc7l,2380.0,2762.0,2463.0,1839.0,2532.0,2269.0
Gm17821,2.0,4.0,5.0,3.0,3.0,1.0
Bsn,168.0,149.0,132.0,77.0,174.0,96.0
Gm4832,5.0,2.0,4.0,4.0,0.0,1.0
Cbr4,334.0,330.0,282.0,251.0,436.0,372.0
Mcur1,1058.0,1122.0,840.0,1085.0,1439.0,1281.0
Copz1,2100.0,2188.0,2013.0,2515.0,2654.0,2744.0
4930455G09Rik,26.0,20.0,19.0,50.0,35.0,42.0
C130036L24Rik,12.0,23.0,10.0,8.0,16.0,7.0
1700001O22Rik,230.0,360.0,292.0,205.0,321.0,247.0
Chst13,3.0,4.0,4.0,4.0,3.0,1.0
Gpatch4,184.0,172.0,139.0,342.0,275.0,305.0
Lman2l,1719.0,2409.0,1826.0,2147.0,2998.0,2779.0
Elac1,424.0,518.0,413.0,417.0,609.0,416.0
Pcbp1,7440.0,7728.0,6826.0,9319.0,8802.0,9806.0
Trappc6b,1039.0,1056.0,905.0,810.0,929.0,954.0
Dbp,329.0,250.0,407.0,309.0,393.0,319.0
Hyls1,90.0,95.0,96.0,98.0,115.0,97.0
Mir3074-1,6.0,5.0,5.0,3.0,4.0,4.0
Chad,876.0,1938.0,1466.0,1460.0,2480.0,2679.0
Gm19688,5.0,6.0,7.0,0.0,3.0,1.0
Arhgap27,1713.0,1942.0,1535.0,1082.0,1246.0,1346.0
Ephb3,1645.0,1374.0,1538.0,535.0,615.0,617.0
Vgll4,1227.0,1386.0,1225.0,964.0,1412.0,1422.0
Bcl2l1,2384.0,2352.0,1910.0,1949.0,2904.0,2195.0
Rbmxl1,677.0,679.0,631.0,756.0,792.0,795.0
Exd1,95.0,92.0,95.0,47.0,113.0,66.0
Crybg1,1409.0,1407.0,1127.0,978.0,1277.0,970.0
Mcmbp,1662.0,1510.0,1319.0,1395.0,1823.0,1710.0
S100a14,192.0,181.0,176.0,292.0,316.0,503.0
Uxt,110.0,153.0,130.0,171.0,170.0,199.0
Aldh1l2,869.0,535.0,489.0,135.0,135.0,142.0
Il17rb,348.0,320.0,283.0,311.0,478.0,291.0
Sft2d2,6026.0,6864.0,5183.0,5458.0,7495.0,6741.0
Abhd5,1144.0,1360.0,1044.0,910.0,884.0,905.0
Nsdhl,538.0,408.0,371.0,659.0,529.0,661.0
Kbtbd11,1272.0,1614.0,1425.0,2268.0,2997.0,2434.0
Pde4b,512.0,484.0,407.0,606.0,402.0,591.0
Mir16-1,5.0,5.0,3.0,1.0,3.0,1.0
Morf4l1-ps1,437.0,429.0,369.0,380.0,440.0,484.0
Cct8l1,17.0,24.0,8.0,17.0,6.0,17.0
Mrps12,759.0,877.0,797.0,843.0,872.0,994.0
Pura,611.0,763.0,606.0,832.0,1017.0,867.0
Rela,2956.0,2814.0,2383.0,1766.0,2143.0,1971.0
Phf21b,60.0,96.0,66.0,46.0,111.0,70.0
Ly6h,324.0,364.0,322.0,257.0,275.0,221.0
Snord2,12.0,13.0,16.0,5.0,13.0,11.0
Actr6,254.0,229.0,215.0,197.0,285.0,243.0
Hnrnph2,1658.0,1776.0,1397.0,1681.0,1971.0,1963.0
Ufsp2,1188.0,1227.0,1052.0,1095.0,1104.0,1130.0
Cox7c,1749.0,2012.0,2011.0,1515.0,1737.0,1800.0
Vtcn1,4276.0,4371.0,4092.0,2753.0,2959.0,3338.0
Ndnf,25.0,35.0,22.0,29.0,48.0,31.0
Nudt5,439.0,485.0,379.0,448.0,495.0,498.0
H3c4,20.0,36.0,22.0,27.0,32.0,31.0
Gm16062,19.0,31.0,23.0,15.0,10.0,11.0
Acot2,337.0,478.0,379.0,347.0,575.0,455.0
Znhit6,355.0,383.0,282.0,316.0,352.0,321.0
Synrg,3323.0,3245.0,2975.0,2673.0,3207.0,2926.0
Rps26,8780.0,9144.0,8042.0,5068.0,6739.0,6835.0
Slc25a33,1006.0,1019.0,1069.0,700.0,666.0,685.0
Nudt3,1565.0,1675.0,1413.0,1664.0,1869.0,1817.0
Svip,414.0,502.0,342.0,498.0,715.0,597.0
Ndufb4b,10.0,6.0,7.0,5.0,10.0,9.0
Rab5if,777.0,882.0,895.0,867.0,827.0,1000.0
Sec63,6158.0,6097.0,5113.0,5816.0,6263.0,6277.0
Cdcp1,2913.0,2488.0,2137.0,2167.0,2773.0,2325.0
Snrpa,1887.0,1888.0,1759.0,2345.0,2192.0,2302.0
Pithd1,597.0,631.0,539.0,722.0,934.0,748.0
Krt27,0.0,0.0,0.0,0.0,0.0,0.0
A2ml1,129391.0,265106.0,154878.0,206211.0,324240.0,344083.0
Slc22a23,686.0,782.0,564.0,795.0,1029.0,817.0
Greb1,3343.0,3769.0,2589.0,2710.0,3116.0,2188.0
Ist1,2662.0,2507.0,2087.0,2005.0,2476.0,2269.0
Acaca,1182.0,1250.0,958.0,1590.0,1902.0,1698.0
Cd300e,117.0,23.0,62.0,9.0,6.0,4.0
Tmprss12,2.0,4.0,0.0,7.0,15.0,8.0
Med9,706.0,850.0,717.0,903.0,1156.0,1012.0
Cox5b,1833.0,2057.0,1888.0,1824.0,2276.0,2022.0
Cdk5rap3,2200.0,2623.0,2277.0,2424.0,2761.0,2741.0
Ifnar1,2688.0,2527.0,2126.0,2308.0,2720.0,2635.0
Canx,15366.0,15522.0,13450.0,16701.0,16009.0,18916.0
Klk1b27,149.0,173.0,203.0,34.0,18.0,24.0
Ncbp1,1480.0,1507.0,1374.0,1754.0,1390.0,1816.0
Rab11fip2,1316.0,1726.0,1214.0,1280.0,2027.0,1528.0
Gm13003,8.0,11.0,14.0,13.0,12.0,8.0
Tapt1,1250.0,1372.0,1111.0,1249.0,1468.0,1478.0
Ywhah,1105.0,961.0,800.0,840.0,856.0,952.0
Gm5148,151.0,207.0,152.0,135.0,199.0,177.0
Mtmr3,3063.0,3331.0,2876.0,2480.0,3753.0,3268.0
Emc4,768.0,937.0,856.0,903.0,912.0,1123.0
Gpr137b,933.0,1167.0,968.0,625.0,698.0,1036.0
Rell2,11.0,24.0,18.0,15.0,23.0,27.0
Araf,2531.0,2858.0,2307.0,2150.0,2803.0,2555.0
Kdm5c,4940.0,4793.0,3830.0,5073.0,6094.0,5193.0
Zfp827,1851.0,1997.0,1612.0,1533.0,2421.0,1998.0
Prkacb,2588.0,3044.0,2167.0,2354.0,3600.0,2961.0
Zbtb46,187.0,221.0,153.0,211.0,249.0,208.0
Gm12693,47.0,53.0,50.0,30.0,52.0,44.0
Dctpp1,123.0,136.0,98.0,123.0,190.0,157.0
Casp8ap2,593.0,596.0,457.0,530.0,599.0,521.0
Mir682,198.0,361.0,160.0,98.0,123.0,177.0
Lrp8,208.0,194.0,132.0,493.0,122.0,246.0
Grm8,49.0,105.0,47.0,182.0,246.0,222.0
H4c11,20.0,42.0,33.0,35.0,52.0,48.0
8430423G03Rik,10.0,21.0,12.0,17.0,22.0,13.0
Oga,4949.0,5089.0,4093.0,4120.0,6121.0,5670.0
Smim11,362.0,398.0,366.0,339.0,426.0,307.0
Casp1,557.0,472.0,418.0,378.0,310.0,387.0
Rps27rt,296.0,403.0,356.0,224.0,256.0,242.0
Aasdhppt,669.0,734.0,663.0,792.0,872.0,943.0
Dnajc30,513.0,568.0,451.0,480.0,616.0,543.0
Slc25a36,1868.0,2165.0,1704.0,1124.0,1926.0,1409.0
Taok3,2137.0,1788.0,1631.0,2001.0,2154.0,2217.0
Atosa,995.0,1284.0,875.0,752.0,1549.0,1061.0
Il13ra1,3146.0,2492.0,2326.0,2305.0,2271.0,2295.0
Mrnip,70.0,68.0,72.0,69.0,119.0,67.0
Serpine2,670.0,843.0,481.0,1313.0,1775.0,1498.0
Thtpa,578.0,734.0,591.0,641.0,969.0,807.0
Fosl1,11.0,8.0,16.0,6.0,2.0,3.0
Gm12505,12.0,9.0,8.0,12.0,3.0,4.0
Rpl13-ps6,140.0,105.0,123.0,78.0,106.0,63.0
Zbtb26,393.0,478.0,366.0,339.0,462.0,376.0
Tcp1,4389.0,4252.0,3792.0,4161.0,4527.0,4682.0
Cdon,4181.0,4268.0,3614.0,4213.0,4956.0,4794.0
Pla2g5,106.0,171.0,105.0,139.0,233.0,94.0
Yipf2,1373.0,1421.0,1304.0,1565.0,1754.0,1755.0
Ripk4,824.0,694.0,778.0,889.0,1051.0,967.0
Plxna3,1085.0,1003.0,800.0,763.0,1196.0,932.0
Hk2,4988.0,3223.0,3279.0,370.0,191.0,244.0
Kctd6,364.0,447.0,387.0,480.0,547.0,523.0
Bpifc,227.0,310.0,263.0,111.0,53.0,102.0
Dkc1,456.0,493.0,363.0,611.0,665.0,650.0
Npas2,1618.0,1656.0,1185.0,992.0,1804.0,1049.0
Ndufa13,1837.0,2099.0,1791.0,1872.0,2219.0,2109.0
Gm45916,13.0,28.0,33.0,10.0,10.0,27.0
Hdac10,394.0,419.0,380.0,360.0,570.0,499.0
Trim12c,1281.0,1299.0,957.0,701.0,882.0,669.0
Zfp397,1196.0,1330.0,992.0,1009.0,1369.0,1197.0
Atn1,4129.0,4480.0,3364.0,4369.0,5860.0,4713.0
Lsm5,132.0,153.0,134.0,135.0,147.0,139.0
Spata45,3.0,5.0,5.0,8.0,12.0,3.0
5033430I15Rik,22.0,32.0,23.0,7.0,26.0,20.0
Urah,1093.0,736.0,732.0,662.0,635.0,706.0
Ddhd1,720.0,894.0,763.0,662.0,749.0,804.0
Haus7,127.0,175.0,127.0,156.0,179.0,156.0
Gm10029,5.0,9.0,9.0,10.0,5.0,11.0
Mettl24,190.0,245.0,187.0,97.0,199.0,212.0
Gm12704,3.0,1.0,0.0,0.0,0.0,0.0
Stat3,10675.0,10392.0,7759.0,9249.0,9116.0,9097.0
Hmg20a,1651.0,1754.0,1339.0,1235.0,1825.0,1446.0
Tmem60,292.0,324.0,275.0,238.0,290.0,245.0
Gm11981,6.0,3.0,5.0,7.0,12.0,7.0
Emb,25544.0,29268.0,27070.0,22632.0,23694.0,26348.0
Higd1a,1394.0,1204.0,1225.0,633.0,715.0,792.0
Ssr2,2963.0,2594.0,2520.0,3804.0,3283.0,4118.0
Nrarp,357.0,441.0,269.0,226.0,531.0,394.0
Uqcc3,404.0,489.0,447.0,343.0,544.0,455.0
Zfp595,220.0,240.0,189.0,224.0,226.0,222.0
Ctdnep1,2898.0,2878.0,2383.0,2429.0,2643.0,2597.0
