GeneID	Bulk RNA-seq IU_2.5preg_n1	Bulk RNA-seq IU_2.5preg_n2	Bulk RNA-seq IU_2.5preg_n3	Bulk RNA-seq IA_2.5preg_n1	Bulk RNA-seq IA_2.5preg_n2	Bulk RNA-seq IA_2.5preg_n3
Gm6657	4	0	3	7	0	4
Gphn	2761	3707	2518	1365	2004	2042
Garin2	5	0	10	1	0	3
Pals1	4130	5056	3816	4992	7286	7661
Atp6v1d	4035	5033	3600	4206	5920	6071
Eif2s1	2770	3140	2866	2716	3507	3969
Plek2	1509	1438	1307	250	300	293
Tmem229b	10098	12409	9206	600	905	964
Plekhh1	1546	2154	1653	3308	4389	5740
Pigh	1328	1639	1323	909	1204	1194
Arg2	1033	1254	964	202	193	235
Vti1b	3996	4679	4102	3078	4395	4837
Rdh11	457	751	403	488	608	740
Rdh12	43	77	33	6	23	16
Zfyve26	1815	3131	1934	1844	2660	2734
Rad51b	183	214	193	134	150	161
Zfp36l1	12976	24114	12750	18068	24228	26289
2310015A10Rik	1000	1461	920	1913	2087	2122
Actn1	25141	40126	24196	26330	37646	42329
Dcaf5	3741	5488	4018	3766	5390	5959
Scarna3b	0	2	1	0	0	0
Exd2	1478	2193	1630	1991	2399	2827
2310002D06Rik	0	5	3	0	0	0
Galnt16	491	1657	454	67	112	96
Erh	1847	2189	2112	1976	2681	3287
Slc39a9	5979	7760	5841	12712	16377	17997
Plekhd1os	43	52	43	62	66	52
Plekhd1	351	680	362	257	347	304
Ccdc177	123	217	117	151	153	226
Susd6	6406	9936	6151	8417	11728	12912
1700052I22Rik	0	0	0	0	0	0
Gm20337	38	66	59	31	55	31
Srsf5	16020	20704	18028	21016	22680	23261
Slc10a1	17	12	12	17	22	5
Smoc1	2805	6492	3178	128	225	217
Mir3067	0	0	0	0	0	0
Slc8a3	20	86	26	13	13	12
Gm3693	0	0	0	0	0	0
Gm4787	48	24	47	133	84	95
Adam4	31	11	25	38	65	22
Cox16	943	861	870	927	1134	1369
NA	0	0	0	0	0	0
Synj2bp	2938	4330	2889	3846	5161	5558
Adam21	16	8	4	18	22	2
Med6	745	980	790	752	994	1078
NA	10	23	18	61	73	141
Ttc9	633	713	710	5401	7836	8807
Map3k9	348	498	407	1187	1827	1849
Pcnx	4390	6722	4136	9077	12613	14108
Sipa1l1	8064	10744	7530	6904	10531	11179
Rgs6	42	143	22	10	17	11
Gm10006	0	0	0	0	0	0
1700085C21Rik	0	0	0	0	0	0
Dpf3	10	11	4	18	31	44
Dcaf4	756	1115	890	1052	1499	1483
Zfyve1	2473	3562	2694	3514	4736	5481
Rbm25	4584	6731	4895	6033	7568	6509
Psen1	3018	4243	3318	3692	5463	5544
Papln	2438	2675	1982	335	432	558
Numb	1778	2507	1771	1826	2584	2886
Riox1	650	781	663	539	957	951
Acot2	736	1152	573	826	1247	1334
Acot1	3571	5070	3291	6849	10572	11907
Acot4	3	12	12	4	6	13
Acot3	0	2	0	3	1	0
Acot5	10	18	11	48	40	86
Acot6	79	219	159	172	295	344
Dnal1	2141	3188	2163	10262	13585	13634
Pnma1	174	171	206	1410	1689	2035
Mideas	3540	5797	3429	2998	4245	4795
Gm19327	1	5	17	14	22	4
Ptgr2	3274	4298	2923	3222	4599	4797
Zfp410	2036	2664	1974	1804	2265	2567
Fam161b	1156	1599	1066	5282	6827	7503
Coq6	618	929	638	862	917	1027
Entpd5	4195	4815	4151	9712	12416	12795
Bbof1	356	417	369	3754	4563	4707
Rnf113a2	599	751	602	343	439	536
Aldh6a1	4737	6383	4265	7105	8818	8693
NA	0	0	0	0	0	0
Lin52	614	810	571	1098	1504	1566
Vsx2	0	0	0	0	2	0
Abcd4	478	775	554	466	607	694
Vrtn	0	0	0	0	0	0
Syndig1l	0	6	0	0	2	1
Npc2	6306	8440	5981	5213	7081	7242
Isca2	1084	1336	1095	1242	1365	1507
Ltbp2	403	966	351	847	1228	1391
D030025P21Rik	3	2	6	6	4	5
Arel1	5258	5997	5452	3285	4639	5034
Fcf1	760	930	780	777	1053	1016
Ylpm1	3999	5472	3816	4849	6468	7185
NA	49	47	29	115	104	64
Prox2	97	183	120	186	264	227
Dlst	3715	6099	3814	4266	5591	5857
Rps6kl1	12	34	20	19	14	15
Pgf	1836	1701	1328	16	18	30
Eif2b2	2058	2991	1982	3657	5272	5572
Mlh3	1767	2467	1640	2303	3093	3122
Acyp1	794	898	888	825	1000	1225
Zc2hc1c	1185	1462	1138	4186	6186	6377
Nek9	7182	12052	7145	7471	10776	11751
NA	0	0	0	5	0	0
Tmed10	10510	12519	9967	11483	16768	18291
Fos	563	804	636	319	503	595
Jdp2	1887	2138	1886	440	563	768
Batf	88	99	67	6	4	10
Flvcr2	4349	4389	4126	847	1581	1550
Erg28	1228	1671	1228	1290	1890	2021
Ttll5	1409	1915	1301	3535	5284	5656
Tgfb3	3041	4211	2966	6784	10616	11188
NA	2	5	4	10	11	17
Ift43	1568	1766	1501	5572	7351	8646
Gm805	0	1	0	6	2	0
Gpatch2l	1237	1887	1157	1140	1538	1694
Esrrb	33	36	21	2	2	0
Vash1	474	770	486	325	437	520
Angel1	423	626	492	651	995	956
Lrrc74a	0	0	0	0	0	0
Irf2bpl	7680	11582	8076	9263	13426	15835
Cipc	2001	3030	2018	3821	5276	5774
Zdhhc22	0	0	0	0	2	0
Tmem63c	143	160	136	149	261	220
Ngb	168	265	131	60	31	58
Pomt2	1289	1814	1256	1531	2137	2174
Gstz1	2069	2630	2052	4457	4753	5039
Tmed8	1506	2219	1340	2727	3525	3758
Samd15	47	27	33	191	289	257
Noxred1	44	44	34	66	66	32
Vipas39	1919	2758	2055	2126	2936	2908
Ahsa1	3725	5186	4093	14058	17940	23498
Ism2	23	31	14	12	12	6
Sptlc2	2961	3719	2672	2502	3262	3793
Alkbh1	709	847	771	541	621	647
Mir3068	3	3	4	8	1	1
Nrp	15	10	18	6	10	6
Slirp	492	527	460	358	446	550
Snw1	5808	7161	5582	7125	9722	10176
Eif1ad8	0	0	0	0	0	0
Oog1	40	25	31	19	29	35
Eif1ad6	2	0	0	0	0	0
Ubl5b	0	0	0	0	0	0
Gm21559	1	5	2	4	7	5
Eif1ad19	0	0	0	2	0	0
Eif1ad13	0	0	0	2	1	0
Eif1ad2	0	0	0	0	0	0
Ubl5c	0	0	0	0	0	0
Gm1995	0	0	4	0	0	4
Eif1ad3	0	0	0	0	0	0
Eif1ad4	0	0	0	0	0	0
Eif1ad14	0	0	0	3	7	10
Gm2042	1	2	0	0	0	1
Eif1ad5	0	0	0	1	0	0
Eif1ad17	0	0	0	0	0	0
Eif1ad11	0	0	0	0	0	2
Gm8587	0	4	0	6	0	3
NA	0	0	0	0	0	1
Pramel51	27	22	28	82	118	92
Eif1ad10	0	0	0	0	0	0
Eif1ad7	0	0	0	0	0	0
Gm7104	0	0	0	3	0	0
Eif1ad15	0	1	1	0	1	0
Eif1ad9	1	0	0	0	0	0
Adck1	766	1081	836	1092	1853	1898
3200001D21Rik	14	11	10	4	7	27
Nrxn3	7	0	2	6	6	6
Dio2	533	905	785	373	760	629
Cep128	842	1198	780	4532	5999	6929
5430427M07Rik	0	1	0	9	4	0
Tshr	3907	5129	3615	1473	2775	2826
Gtf2a1	5829	7181	5761	5711	7825	7247
Ston2	6555	9092	5992	6986	10702	11892
Gm8378	133	136	133	45	43	50
Sel1l	9651	12031	9003	9770	13690	15700
Flrt2	1675	2217	1300	558	693	826
NA	0	0	0	0	0	0
1700019M22Rik	0	0	0	0	0	0
Galc	1880	2573	2130	6483	8497	9951
Gpr65	104	185	92	48	44	47
Kcnk10	0	0	0	0	0	0
Spata7	475	604	385	1221	1725	1844
Ptpn21	2467	4096	2334	3802	5723	6022
Zc3h14	4831	6467	4615	8910	12027	13003
Eml5	525	668	463	874	1077	850
Ttc8	1412	2187	1624	5353	6927	7405
4930474N09Rik	0	0	0	2	0	0
Foxn3	965	1607	924	310	464	460
Gm19929	9	0	4	4	4	0
3300002A11Rik	166	181	236	3443	3954	4364
1700064M15Rik	6	2	2	21	18	40
Efcab11	98	86	142	1444	1850	2061
Tdp1	329	484	445	992	1496	1630
Kcnk13	745	699	844	168	457	419
Psmc1	3365	5046	3564	4270	5963	6324
Nrde2	786	1153	954	865	1197	1236
Gm10433	24	30	28	100	153	117
Calm1	32385	42800	31742	62466	86813	95735
NA	0	0	0	0	0	0
Gm10432	38	59	25	98	136	120
Ttc7b	1409	2472	1238	1083	1725	1830
Rps6ka5	426	908	472	471	673	680
Gm2614	48	58	38	36	45	56
Dglucy	1019	1383	990	2733	3538	3917
NA	2	0	4	7	4	2
Gpr68	369	442	310	164	192	167
Ccdc88c	3399	4276	3632	8609	12087	14149
A630072L19Rik	1	0	0	7	10	8
Mir1190	0	0	0	1	0	0
Ppp4r3a	3290	4696	3618	3387	4525	4943
D130020L05Rik	136	204	163	380	397	450
Kif4-ps	1	0	0	0	1	0
Catsperb	6	4	3	33	23	9
Tc2n	916	837	782	1213	1330	1547
Fbln5	880	2685	944	243	351	286
Trip11	3338	3920	3255	2596	3494	4052
Gm20036	37	32	28	46	74	60
Atxn3	1325	1948	1397	1699	2115	2233
NA	1260	1219	1318	1006	1333	1597
Cpsf2	2174	2728	1955	1878	2696	3059
Slc24a4	999	1004	1055	1173	1643	1923
Rin3	1695	2154	1723	1952	2702	3310
Lgmn	3258	5196	3165	3912	5189	5860
Golga5	4793	5696	4955	2368	3492	3712
Chga	4	2	5	24	30	34
Itpk1	3830	4335	3869	1072	1226	1390
Gm20069	0	0	0	0	2	0
Mir1936	0	0	0	0	0	0
Gm20604	0	0	0	0	0	0
Moap1	4	7	3	8	2	9
Lyset	444	509	484	210	299	281
Gon7	167	203	161	237	265	235
Ubr7	1889	2720	1944	2072	2732	3062
Btbd7	2644	4278	2525	2419	3502	4032
Cox8c	0	0	0	0	0	0
Unc79	168	248	196	1722	2306	2371
Prima1	313	435	386	328	459	591
Fam181a	85	86	75	353	509	525
Asb2	1464	5211	1564	169	209	282
Otub2	906	1336	1024	820	1181	1202
Ddx24	5223	7291	5332	5371	7642	7925
Ifi27	4403	6082	4287	2307	2775	2582
Ifi27l2a	1220	1525	1051	191	312	235
Ifi27l2b	2	2	7	3	6	6
Ppp4r4	238	341	255	275	321	336
Serpina10	0	0	1	2	0	0
Serpina6	0	0	0	0	0	0
Serpina16	43	53	20	0	0	0
Serpina1f	1	4	3	1	0	0
Serpina1b	56	64	43	0	0	0
Serpina1d	25	29	17	0	0	0
Serpina1a	3	6	1	0	1	0
Serpina1c	4	2	2	0	0	0
Serpina1e	85170	99385	70395	132	78	111
Serpina11	18	22	20	4	2	6
Serpina9	574	823	657	388	399	471
Serpina12	126	161	113	18	26	11
Serpina4-ps1	0	0	0	0	0	0
Serpina5	0	0	0	0	0	0
Serpina3a	0	0	0	0	0	0
Serpina3b	0	0	0	0	2	0
Serpina3c	0	3	4	0	3	8
Serpina3f	7	13	0	0	2	2
Serpina3g	64	154	65	9	18	16
Serpina3h	6	17	11	0	2	0
Serpina3i	0	0	0	0	0	0
Serpina3j	0	0	0	0	0	0
Serpina3k	0	0	0	0	0	0
NA	0	0	0	0	0	0
Serpina3m	0	0	0	0	0	0
Serpina3n	1160	2335	950	11	32	12
Gsc	2	0	0	0	0	0
Gm10000	0	0	0	0	0	0
Dicer1	5295	6648	5247	6864	9117	9779
6230426M11Rik	95	58	67	123	170	146
Clmn	15408	18661	14807	22875	32309	32963
Syne3	231	383	223	307	441	551
Snhg10	64	105	85	140	117	178
Scarna13	13	3	5	12	12	24
Mir3069	0	0	0	0	0	0
Glrx5	5	10	5	3	11	16
NA	0	0	0	0	0	0
Tcl1b2	0	0	0	0	0	0
Tcl1b1	0	0	0	0	0	0
Tcl1b5	0	0	0	0	0	0
Tcl1b3	1	0	0	0	0	0
Tcl1b4	0	0	0	0	0	0
Tcl1	0	0	0	0	0	0
Tunar	0	0	0	0	2	0
Gm2721	0	0	0	0	0	0
D430019H16Rik	592	1542	498	67	70	83
Bdkrb2	83	112	80	59	118	122
Bdkrb1	118	136	126	927	1458	1509
Atg2b	2687	3588	2767	3689	4904	5290
Gskip	1022	1329	1161	659	1038	1039
Ak7	2075	2732	2524	25962	36541	39305
Papola	7621	10197	7429	12220	16228	17995
Gm19554	14	21	24	193	280	248
Vrk1	603	786	591	934	1127	1242
1700121N20Rik	0	0	0	0	0	0
4933406K04Rik	0	0	0	0	0	0
3110018I06Rik	0	0	0	0	0	0
4930465M20Rik	0	0	0	0	0	0
Bcl11b	36	79	21	44	49	23
NA	0	0	0	0	0	0
Setd3	5401	7347	5330	5496	7197	7607
Ccnk	2092	3113	1973	2365	3061	3211
Ccdc85c	874	1111	907	693	1079	1184
NA	1	2	0	0	0	0
Hhipl1	49	167	66	31	32	39
Cyp46a1	122	170	129	278	276	259
Eml1	3380	6302	3232	8891	11808	13440
Gm16596	44	55	54	105	95	80
Evl	1631	3255	1973	2017	3040	3347
Mir342	0	0	0	1	3	3
Degs2	1657	1873	1717	1649	2674	2226
Yy1	3600	5007	3609	3752	5405	6160
Slc25a29	488	676	572	596	765	911
NA	81	89	54	101	71	109
Mir345	2	2	8	8	6	4
Slc25a47	207	176	175	263	322	272
Wars1	3023	4421	3065	5066	7095	7977
Wdr25	317	463	334	626	786	898
Begain	152	234	192	15	38	45
Dlk1	39	108	40	38	54	44
Meg3	2079	2668	2444	1605	1562	1336
Mir1906-1	0	0	0	0	0	0
Mir770	0	0	0	0	0	0
Mir673	0	0	0	0	0	0
Mir493	0	0	0	0	0	0
Mir337	0	0	0	0	0	0
Mir540	0	0	0	0	0	0
Mir665	0	0	0	0	0	0
Mir3070a	0	0	0	0	0	0
Mir3070b	0	0	0	0	0	0
Rtl1	0	3	1	1	0	0
Mir431	0	0	0	0	0	0
6430411K18Rik	0	0	0	0	0	0
Mir433	0	0	0	0	0	0
Mir127	0	0	0	0	0	0
Mir434	0	0	0	0	0	0
Mir432	0	0	0	0	0	0
Mir3071	0	0	0	0	0	0
Mir136	0	0	0	0	0	0
Rian	1088	1467	1185	507	569	678
Mir1188	0	0	0	0	0	0
Mir370	0	0	0	0	0	0
AF357425	0	0	0	0	0	0
AF357426	0	2	2	0	0	0
DQ267100	0	0	1	1	0	0
AF357359	25	45	47	16	20	13
DQ267101	0	0	0	0	0	2
Gm26922	0	0	0	0	0	0
DQ267102	0	0	0	0	5	1
Mir882	0	0	0	0	0	0
Mir379	0	0	0	0	0	0
Mir411	0	0	0	0	0	0
Mir299a	0	0	0	0	0	0
Mir380	0	0	0	0	0	0
Mir1197	0	0	0	0	0	0
Mir323	0	0	0	0	0	0
Mir758	0	0	0	0	0	0
Mir329	0	0	0	0	0	0
Mir494	0	0	0	0	0	0
Mir679	0	0	0	0	0	0
Mir1193	0	0	0	0	0	0
Mir666	0	0	0	0	0	0
Mir543	0	0	0	0	0	0
Mir495	0	0	0	0	0	0
Mir667	0	0	0	0	0	0
Mir376c	0	0	0	0	0	0
Mir654	0	0	0	0	0	0
Mir376b	0	0	0	0	0	0
Mir376a	0	0	0	0	0	0
Mir300	0	0	0	0	0	0
Mir381	0	0	0	0	0	0
Mir487b	0	0	0	0	0	0
Mir539	0	0	0	0	0	0
Mir544	0	0	0	0	0	0
Mir382	0	1	0	0	0	0
Mir134	0	0	0	0	0	0
Mir668	0	0	0	1	0	0
Mir485	0	0	0	0	0	0
Mirg	37	40	29	19	18	10
Mir453	0	4	0	0	0	0
Mir154	0	0	0	0	0	0
Mir496a	0	0	0	0	0	0
Mir377	2	0	1	0	1	3
Mir541	0	2	0	1	0	0
Mir409	0	0	0	0	0	0
Mir412	0	0	0	0	0	0
Mir369	0	0	2	0	0	0
Mir410	0	0	0	0	0	0
Mir3072	1	6	4	0	1	0
3110009F21Rik	0	0	0	0	0	0
Dio3os	238	387	343	22	16	13
Mir1247	6	7	2	0	2	0
Dio3	148	264	185	11	12	5
Gm6988	8	40	29	41	49	24
Ppp2r5c	5194	8474	5282	6013	8480	9030
NA	286	358	314	418	547	611
B930059L03Rik	26	52	56	62	47	33
Dync1h1	22944	31485	22552	23500	32216	34490
1700001K19Rik	7	9	11	16	8	13
NA	0	2	1	1	2	2
Hsp90aa1	13827	17599	16098	81735	101478	149849
Wdr20	1263	1613	1197	1076	1560	1579
Mok	511	668	509	3215	4152	4204
4921507G05Rik	9	30	6	62	55	115
Zfp839	1117	1401	1084	1388	1782	1699
Mpc1-ps	400	559	459	505	801	791
Cinp	782	1207	742	638	815	807
Tecpr2	1536	2425	1596	3963	5570	6411
Ankrd9	335	499	300	261	437	367
6030440G07Rik	2	0	2	1	1	0
Rcor1	1805	2800	1873	1738	2546	2770
Traf3	1880	3096	1847	3041	4208	4600
Amn	6	8	7	13	13	8
A230087F16Rik	0	0	3	0	0	2
Cdc42bpb	8621	13224	8820	10717	16002	17244
Lbhd2	3	7	6	0	0	0
Exoc3l4	373	707	419	206	334	317
Tnfaip2	4797	6964	3799	2175	4201	4551
Gm266	1984	2258	1733	560	1096	942
Eif5	13850	17670	13528	12736	16888	19264
Snora28	83	76	108	70	66	74
2810029C07Rik	205	268	233	427	516	602
Mark3	3842	5809	4189	3721	5115	5471
Ckb	19942	31442	23402	21026	32690	39542
Trmt61a	577	801	549	369	489	538
Bag5	2066	2817	2279	1380	1780	2154
Coa8	1154	1391	1085	1053	1379	1470
Klc1	2753	4691	2824	2559	3714	3993
Xrcc3	536	776	667	639	647	488
Zfyve21	2508	3107	2311	2267	2635	2795
Ppp1r13b	3362	4864	3485	4412	5551	6159
5033406O09Rik	251	237	234	153	254	269
Atp5mpl	1547	1719	1720	1217	1667	1876
Tdrd9	26	14	12	4	7	12
Rd3l	3	4	2	4	6	7
Aspg	121	265	106	143	225	76
Mir3073a	0	0	0	0	0	0
Mir203	0	0	0	0	0	0
Kif26a	1187	1715	1192	1238	1956	2228
A730018C14Rik	0	0	0	0	0	0
B020018J22Rik	0	0	0	0	0	0
A530016L24Rik	0	29	6	1	2	4
Tmem179	2	3	5	3	16	8
Inf2	1255	2164	1327	1179	1580	1323
Adssl1	67	111	51	323	395	375
Siva1	713	947	731	1569	1933	2081
Akt1	8795	13014	8522	6630	9805	10087
Zbtb42	940	1418	997	1679	2699	2559
Cep170b	9906	13773	10129	13267	19774	22246
Pld4	832	1452	711	219	331	269
Ahnak2	1303	2121	1191	1805	1957	1894
NA	261	419	259	220	278	422
Clba1	992	1251	1197	6123	8461	9626
Cdca4	819	1108	823	1684	2495	2726
Gpr132	95	171	74	71	91	110
Jag2	1386	2305	1712	3309	4046	5333
Nudt14	1993	2013	1863	2850	4036	4768
Brf1	3084	4574	3594	2170	2984	3004
Btbd6	1197	1474	1139	1995	2890	3058
Pacs2	4266	5611	4319	5408	7841	8208
Tex22	7	10	2	15	23	12
Mta1	2710	4200	2838	3237	4391	4517
NA	0	0	0	0	0	0
Crip2	11056	14872	11164	23510	34785	36931
Crip1	10667	11897	11151	8715	12442	14967
Tedc1	1166	1400	1071	482	578	614
Tmem121	33	79	52	153	197	188
Igha	344	872	365	59	234	90
Ighe	0	0	0	0	0	0
Ighg2c	0	0	0	0	0	0
Ighg2b	9	21	13	0	0	0
Ighg1	2	0	0	0	0	0
Ighg3	0	0	0	0	0	0
Ighd	3	6	5	0	1	1
Ighm	583	836	459	169	222	201
Ighj4	3	4	2	0	0	0
Ighj3	1	5	0	0	0	0
Ighj2	1	3	4	0	2	1
Ighj1	3	6	11	2	4	2
Ighd4-1	0	0	0	0	0	0
Ighd3-2	0	0	0	0	0	0
Ighd2-8	0	0	0	0	0	0
Ighd2-7	0	0	0	0	0	0
Ighd2-6	0	0	0	0	0	0
Ighd2-5	0	0	0	0	0	0
Ighd2-4	0	0	0	0	0	0
Ighd2-3	0	0	0	0	0	0
Ighd1-1	0	0	0	0	0	0
Adam6b	0	0	0	0	0	0
Ighd3-1	0	0	0	0	0	0
Adam6a	0	0	0	0	0	0
Ighv5-2	0	0	0	0	0	0
Ighv2-2	0	0	2	0	0	0
Ighv5-4	1	0	0	0	0	0
Ighv2-3	9	0	0	0	0	0
Ighv5-6	0	0	0	0	0	0
Ighv2-4	7	0	0	0	0	0
Ighv5-9	0	0	0	0	0	0
Ighv2-5	0	0	0	0	0	0
Ighv5-12	0	0	0	0	0	0
Ighv2-6	0	0	0	0	0	0
Ighv5-9-1	4	0	0	0	0	0
Ighv5-12-4	0	0	0	0	0	0
Ighv2-9-1	0	0	0	0	0	0
Ighv2-6-8	0	0	0	0	0	0
Gm7003	0	0	0	0	0	0
Ighv2-7	0	0	0	0	0	0
Ighv5-15	0	0	0	0	0	0
Ighv5-16	0	0	0	0	0	0
Ighv5-17	10	0	0	2	0	0
Ighv2-9	0	0	0	0	0	0
Ighv7-2	0	0	0	0	0	0
Ighv14-1	0	0	0	0	0	0
Ighv4-1	0	0	0	0	0	0
Ighv3-1	3	0	0	0	0	0
Ighv11-1	0	0	0	0	0	0
Ighv14-2	3	0	0	0	0	0
Ighv11-2	0	0	0	0	0	0
Ighv14-3	0	0	0	0	0	0
Ighv16-1	0	0	0	0	0	0
Ighv9-1	0	0	0	0	0	0
Ighv9-2	0	0	0	0	0	0
Ighv9-3	0	0	0	0	0	0
Ighv14-4	0	0	0	0	0	0
Ighv3-3	0	0	0	0	0	0
Ighv7-4	0	0	0	0	0	0
Ighv3-4	0	0	0	0	0	0
Ighv3-5	0	0	0	0	0	0
Ighv13-1	0	0	0	0	0	0
Ighv3-6	0	4	0	11	0	0
Ighv9-4	0	0	3	0	0	0
Ighv3-8	0	0	0	0	0	0
Ighv13-2	0	9	0	0	0	0
Ighv12-3	0	0	0	0	0	0
Ighv6-3	0	6	0	0	1	2
Ighv6-4	1	0	0	4	8	6
Ighv6-5	0	0	0	0	0	0
Ighv6-6	4	0	0	0	0	0
Ighv6-7	0	0	0	0	0	0
Ighv8-2	0	2	0	0	0	0
Ighv10-1	0	0	6	0	0	0
Ighv1-4	0	0	1	0	0	0
Ighv1-5	0	0	0	0	0	0
Ighv10-3	0	0	0	0	0	0
Ighv1-7	0	0	0	0	0	0
Ighv15-2	0	0	0	0	0	0
Ighv1-9	0	0	0	0	0	0
Ighv1-11	0	0	0	0	0	0
Ighv1-12	0	10	5	0	0	0
Ighv1-14	0	0	0	0	0	0
Ighv1-15	0	0	0	0	0	0
Ighv1-16	0	0	0	0	0	0
Ighv1-18	9	0	0	0	0	0
Ighv1-19-1	0	0	0	0	0	0
Ighv1-19	0	0	1	0	0	0
Ighv1-20	0	0	0	0	0	0
Ighv1-22	3	0	4	0	3	0
Ighv1-23	0	0	0	0	0	0
Ighv1-24	0	0	0	0	0	0
Ighv1-26	8	8	0	0	0	6
Ighv1-31	0	0	0	0	0	0
Ighv1-34	2	0	0	0	0	0
Ighv1-36	0	0	0	0	0	0
Ighv1-37	0	0	0	0	0	0
Ighv1-39	0	8	0	0	0	0
Ighv1-42	0	0	0	0	8	0
Ighv1-43	0	0	0	0	0	0
Ighv1-47	0	4	6	0	0	0
Ighv8-4	0	0	0	0	0	0
Ighv1-49	0	0	0	0	0	0
Ighv8-5	0	52	5	0	0	0
Ighv1-50	0	11	0	0	0	0
Ighv1-52	0	0	0	0	0	0
Ighv1-53	18	16	1	0	15	0
Ighv8-6	0	0	0	0	0	0
Ighv1-54	0	0	3	0	0	0
Ighv1-55	0	5	0	0	14	0
Ighv1-56	0	6	0	0	1	0
Ighv8-8	0	0	0	0	0	0
Ighv1-58	0	0	0	1	0	0
Ighv1-59	0	0	0	0	0	2
Ighv1-61	3	0	0	0	3	0
Ighv1-62-1	0	0	0	0	0	0
Gm19331	0	0	0	0	0	0
Ighv1-62-2	0	0	0	0	0	0
Ighv1-62-3	0	0	0	0	0	0
Ighv8-9	0	0	0	0	0	0
Ighv1-63	0	0	0	0	0	0
Ighv1-64	5	27	3	2	0	0
Ighv8-11	0	0	0	0	0	0
Ighv1-66	0	0	0	0	0	0
Ighv1-67	0	2	0	0	0	0
Ighv1-69	0	13	0	0	10	0
Ighv8-12	2	14	0	0	0	0
Ighv1-70	0	0	0	0	0	0
Ighv1-71	0	0	0	0	0	0
Ighv1-72	0	0	0	0	0	0
Ighv8-13	0	0	0	0	0	0
Ighv1-73	0	0	0	0	0	0
Ighv1-74	0	1	0	0	0	0
Ighv8-14	0	0	0	0	0	0
Ighv1-75	0	2	6	0	0	0
Ighv1-76	2	4	9	0	0	0
Ighv1-77	0	0	0	0	0	0
Ighv1-78	16	0	4	0	0	13
Ighv1-79	0	0	0	0	0	0
Ighv1-80	0	0	0	0	0	0
Ighv1-81	0	0	0	0	0	0
Ighv1-82	1	0	0	0	0	0
Ighv1-83	0	0	0	0	0	0
Ighv1-84	0	0	0	0	0	0
Ighv1-85	0	0	0	2	0	0
Ighv1-86	0	0	0	0	1	0
Zfp386	1198	1494	1257	1452	1701	1889
Vipr2	91	246	104	29	51	51
Dync2i1	1491	2083	1584	7692	9555	10279
Esyt2	7323	13454	7214	8715	11781	13923
NA	6	7	15	22	46	2
D430020J02Rik	155	247	166	346	550	670
Ncapg2	537	732	498	437	621	639
Ptprn2	46	79	53	81	158	147
Gm6750	24	47	37	33	40	55
Gm10421	0	0	0	0	0	0
Gm5441	0	0	0	0	0	0
Mir153	0	0	0	0	0	0
Rapgef5	544	614	410	257	384	364
Cdca7l	213	258	184	523	637	609
Dnah11	1960	2426	1967	15099	21363	22891
Sp4	883	1426	920	1016	1630	1473
D230030E09Rik	0	1	0	0	0	0
Sp8	0	1	0	0	1	0
Abcb5	364	276	477	10	7	8
Itgb8	830	998	864	658	1076	1208
Macc1	1516	1705	1374	1086	1907	1919
Tmem196	2	6	1	0	0	0
Speer6-ps1	1	0	0	0	0	0
NA	26	39	29	30	18	7
2810429I04Rik	142	156	182	56	75	38
NA	59	74	86	25	51	11
Gdi2	18434	23247	16743	15063	20965	22757
Tasor2	2686	3288	2559	2743	3501	3550
Asb13	1599	2065	1509	2381	2971	3328
Calml3	227	244	261	72	121	153
Calm4	2	0	0	0	0	0
Calm5	0	0	0	0	0	0
Net1	6572	9132	6078	6228	8543	9620
Tubal3	3	0	11	18	17	14
Ucn3	0	0	0	0	0	0
Akr1c14	4359	9400	5087	1508	2349	2952
Akr1c18	2	2	0	2	9	5
Akr1c13	1888	1548	1683	1787	2256	2413
Akr1c19	185	163	151	436	315	356
Marcksl1-ps4	64	77	42	134	155	176
Akr1c12	98	74	106	488	529	503
Akr1c6	0	0	0	0	2	0
Akr1c20	0	0	0	0	0	0
Akr1c21	5	21	13	25	31	28
Akr1e1	1819	2144	1655	1936	2598	2855
Gm5444	0	0	0	0	0	2
1700016G22Rik	0	0	0	1	0	0
Klf6	3617	4710	3390	5401	6258	8859
Pitrm1	1410	2335	1505	2320	2997	3172
Pfkp	881	2139	943	2251	3291	3340
Gm10029	33	24	35	15	39	19
Adarb2	0	0	2	0	0	0
Wdr37	2270	2559	2103	1755	2705	2575
Idi1	149	212	145	89	144	115
Idi2l	0	0	0	1	0	0
Idi2	1	0	0	1	0	0
Gtpbp4	1810	2353	1650	1945	2946	3218
Larp4b	4417	6392	4298	5303	7522	8216
NA	0	0	0	0	0	1
Dip2c	1757	2921	1732	1329	2088	2133
Zmynd11	6270	9691	6410	6444	8545	8530
Chrm3	177	232	193	211	269	327
Zp4-ps	0	0	0	0	0	0
Ryr2	390	409	365	2588	3721	3785
Gm10336	1948	2227	1909	1445	1981	1809
Mtr	2723	3439	2741	1654	2470	2747
NA	6	12	14	18	12	15
Actn2	51	92	69	69	42	59
Gm5445	2	3	0	3	7	3
Heatr1	1278	1888	1318	1557	2259	2368
Lgals8	2462	3530	2436	2265	2859	3034
Edaradd	43	62	55	11	15	24
Ero1b	778	880	686	531	765	818
Gpr137b-ps	572	1050	588	545	888	777
Prl2c3	0	0	0	0	1	0
