GeneID	Bulk RNA-seq IU_1.5preg_n1	Bulk RNA-seq IU_1.5preg_n2	Bulk RNA-seq IU_1.5preg_n3	Bulk RNA-seq IA_1.5preg_n1	Bulk RNA-seq IA_1.5preg_n2	Bulk RNA-seq IA_1.5preg_n3
Hcn2	302	290	286	400	206	355
Polrmt	1849	1496	1283	1411	911	1441
Fgf22	4	0	0	0	4	0
Rnf126	2534	2201	2029	2221	1965	2490
Fstl3	201	194	149	107	41	71
Prss57	6	3	4	3	0	1
NA	6	9	8	38	2	18
Palm	4654	3373	3059	3706	1871	3591
Misp	2398	2159	1981	1145	998	1355
E130317F20Rik	163	178	125	372	216	276
Ptbp1	16236	13238	11427	15244	12236	16072
Plppr3	1264	835	545	1567	1079	1344
Prtn3	68	52	40	185	145	207
Elane	0	4	1	0	0	0
NA	149	142	115	68	65	84
Cfd	0	4298	17	29	2	782
Med16	4415	4084	3471	3683	2943	4622
NA	0	0	0	0	0	0
R3hdm4	3444	3154	2487	2125	1568	2499
Kiss1r	387	289	195	169	94	161
Arid3a	888	768	521	546	324	481
Wdr18	2609	2156	1829	1746	1491	2104
Grin3b	102	84	76	100	46	65
Tmem259	6757	5986	5299	5058	3806	4847
Cnn2	17661	10785	10307	2305	800	1204
Abca7	1136	862	640	870	545	717
Arhgap45	1863	1317	1057	529	226	477
Polr2e	2974	2850	2415	2417	1972	2791
Gpx4	5943	5287	4936	8424	7429	10527
Sbno2	3381	4214	2482	2354	1477	2157
Stk11	5053	4616	3969	6765	5425	7824
Cbarp	2399	2190	1651	4445	3970	4444
Atp5d	4734	4335	3647	3160	2083	3321
NA	0	1	0	2	0	1
Midn	10260	8645	7038	11478	8800	12796
Cirbp	4130	4762	3572	3498	3027	3671
Fam174c	252	312	256	322	223	327
Efna2	413	320	280	270	115	246
Pwwp3a	2421	1950	1880	2052	1325	1720
Ndufs7	2976	2529	2258	2701	2444	3399
Gamt	584	544	456	96	52	172
Dazap1	4123	3431	2857	3289	2586	3213
Gm15122	126	104	67	126	71	66
Rps15	25719	23366	21306	16270	13201	18263
Apc2	575	426	387	311	196	349
2310011J03Rik	1874	1803	1625	1648	1168	1706
Pcsk4	301	230	135	1280	675	890
Reep6	422	296	208	438	370	461
Adamtsl5	554	413	330	367	121	198
Plk5	811	674	581	6155	4356	6407
Mex3d	1919	1624	1334	1560	1215	1616
Mbd3	6433	6274	5149	4284	3716	5462
Gm19876	0	0	0	0	0	1
Uqcr11	1	0	0	0	0	1
Tcf3	7553	6673	5527	4757	3312	4997
Onecut3	0	0	4	6	4	0
Atp8b3	6	0	0	28	5	4
Rexo1	3437	3049	2478	3140	2093	2903
Klf16	1619	1584	1154	1285	908	1061
Abhd17a	4916	4360	4054	3571	2650	4007
Adat3	67	68	63	158	94	107
NA	4	4	6	6	3	4
Scamp4	3252	2944	2705	2932	2214	3238
Csnk1g2	8962	8663	7198	9710	7844	10913
Btbd2	6238	5039	4255	5803	4145	6445
Mknk2	16120	14553	11410	12490	7947	12589
Mob3a	2317	1934	1519	1079	673	1102
Izumo4	1310	1403	1039	1210	753	1011
Ap3d1	12812	10549	8685	10964	7666	11612
Dot1l	2765	2416	1594	2479	1835	2313
Plekhj1	2093	2195	1887	1701	1474	1920
Sf3a2	3572	2960	2509	3302	2457	3578
Amh	16	11	9	4	8	18
Jsrp1	56	32	21	2	2	7
Oaz1	14979	15043	12698	10847	8981	12845
Mir1982	0	0	1	0	0	0
Lingo3	2	2	4	0	2	0
Lsm7	616	648	506	423	386	590
Sppl2b	2996	2455	2045	5266	4033	5449
Tmprss9	37	33	25	67	18	42
Timm13	2449	2155	2073	1931	1532	2268
Lmnb2	1638	1202	1070	876	569	782
Gadd45b	808	498	412	984	483	993
Gng7	871	657	554	677	516	718
Diras1	8	6	7	34	42	43
Slc39a3	3562	2817	2494	3175	2119	3352
Sgta	6085	5302	4366	4612	3306	5193
Thop1	2765	2249	2118	3870	3309	4726
Creb3l3	13	14	8	4	0	5
Map2k2	6582	6439	5083	4823	3434	5176
Zbtb7a	9065	8531	6905	11250	7966	10852
Pias4	1450	1158	992	1185	701	1115
Eef2	171891	144462	128667	125848	81573	132169
Snord37	26	18	14	10	4	6
NA	0	0	0	0	0	0
Dapk3	3011	2746	2377	2142	1652	2087
Atcayos	66	61	23	14	0	7
Nmrk2	5	19	23	5	4	1
Atcay	50	43	27	18	5	8
Zfr2	2557	2119	1731	3014	2006	3066
Matk	132	104	104	115	63	92
Mrpl54	1747	1781	1539	1410	1287	1621
Apba3	2581	2090	1562	1646	948	1441
Mir3057	3	1	0	1	0	1
Tjp3	4747	4184	3681	3600	2830	3955
Pip5k1c	6889	5431	4593	4990	3424	4826
Cactin	2167	2065	1626	1985	1465	1885
Tbxa2r	644	448	397	203	58	130
Gipc3	61	61	43	15	10	9
Hmg20b	3955	3647	3077	2723	2229	2799
Mfsd12	720	558	511	761	618	917
Tektip1	535	423	418	937	719	1053
Fzr1	3336	2801	2345	2969	2139	3317
Dohh	2146	2092	1798	1565	1283	1955
NA	169	103	85	154	100	106
Smim24	281	213	214	371	250	408
Nfic	13936	8835	8230	9637	5244	7576
Celf5	83	76	44	50	17	18
Ncln	4771	3483	3070	3690	2728	3913
S1pr4	177	93	87	43	14	13
Gna15	89	67	54	29	17	35
Gna11	8453	7113	6165	7390	5787	8520
Tle5	24206	21423	18878	14121	10202	15029
Tle2	5677	4702	3650	3043	1363	2094
Tle6	844	645	522	394	260	414
BC025920	106	91	92	126	121	117
Sirt6	1270	1138	836	959	688	821
Ankrd24	1717	1324	1135	1289	756	1141
Gm10778	26	32	15	18	36	22
NA	0	0	0	0	0	0
Zfp433	41	39	44	53	47	59
Gm3055	47	22	31	53	21	33
Gm8264	0	0	0	0	0	0
Gm8137	0	0	0	0	0	0
Zfp781	36	41	26	49	30	36
Gm8158	0	0	0	0	0	0
NA	18	8	11	19	10	19
Gm8290	1	2	3	2	4	7
Zfp873	493	404	345	495	279	382
4933439G19Rik	14	17	14	24	8	18
AU041133	481	415	321	422	351	511
Zfp938	504	506	365	489	272	466
NA	6	12	13	122	59	123
Gm4924	211	284	138	286	229	248
Gm1553	0	0	0	0	0	0
NA	0	0	0	0	0	0
Uqcc6	398	281	292	394	282	430
Tdg	1151	1087	897	1137	876	1134
Glt8d2	188	110	136	383	217	386
Hcfc2	1181	964	919	849	594	807
Nfyb	1722	1239	1127	1213	961	1336
1700028I16Rik	2	5	5	11	14	16
Txnrd1	7565	7110	6292	5168	4720	6201
Eid3	46	39	31	50	32	45
Chst11	5360	4374	4022	3679	2798	4244
Slc41a2	3351	2967	2825	3988	2888	4164
Nopchap1	3977	3304	3045	2065	1247	2033
Aldh1l2	428	389	406	122	60	100
Washc4	2871	2288	1968	3055	1877	2486
Appl2	9772	7635	6731	26410	17811	22416
1500009L16Rik	27	23	31	44	24	66
Nuak1	1971	1372	1397	1051	560	1066
Ckap4	14133	12919	12359	34968	27817	43860
Platr7	3	9	2	24	10	10
Tcp11l2	4903	5003	4167	10539	7977	12178
NA	178	156	130	292	154	263
Polr3b	2519	2494	1946	2946	2512	3588
Rfx4	12	6	6	30	24	35
Gm6613	0	0	0	0	0	0
Ric8b	1834	1773	1324	2057	1211	2047
Fhl4	65	50	40	157	77	146
Tmem263	2651	2047	1975	1771	1062	1765
Mterf2	257	207	192	361	203	339
Cry1	1672	1301	1288	4081	3376	4787
Abtb3	924	746	695	1385	1284	1567
Gm6713	0	0	0	0	0	0
Gm6721	20	46	30	0	0	0
NA	6	14	8	5	5	6
Pwp1	2293	2103	1783	1471	1104	1614
Prdm4	2519	2322	1905	2538	2098	2833
Ascl4	10	10	14	12	2	7
Rtcb	8924	8306	7409	7287	5480	8459
Bpifc	76	82	97	23	18	65
Fbxo7	2703	2814	2599	1246	897	1427
Syn3	765	705	584	779	549	760
4930486F22Rik	0	0	0	0	0	5
Timp3	45828	46595	33202	12691	3584	4618
NA	2	2	2	6	7	9
Gm6729	0	0	2	0	0	0
Gm5174	0	0	0	0	0	0
1810014B01Rik	313	212	177	289	214	374
Hsp90b1	89069	95411	93183	59702	51518	67870
Ttc41	563	608	435	1739	1356	1700
Nt5dc3	7070	8108	5542	1921	1459	1938
Stab2	84	49	91	36	5	6
Tex18	0	0	0	0	0	0
1700113H08Rik	6	0	3	0	0	1
Gm10764	0	1	0	0	0	0
Ascl1	23	2	6	4	10	4
Pah	0	0	0	0	0	0
Igf1	25102	15231	14206	2156	1180	2583
Igf1it	2	0	0	2	0	0
Tyms-ps	0	1	0	0	2	0
Pmch	0	5	6	6	1	2
Parpbp	130	101	93	127	32	84
Gm6653	2	0	0	0	0	0
Nup37	621	479	396	506	434	607
Washc3	1650	1501	1497	1625	1291	2022
Dram1	2174	1869	1967	2108	1747	2648
Gnptab	3753	3219	2531	5122	3947	5563
Sycp3	510	510	349	627	451	575
Chpt1	12743	14487	10621	14438	10448	14219
Mybpc1	4510	2150	2155	2306	459	522
Spic	22	15	23	3	0	6
Gm4925	44	26	21	70	34	102
Arl1	5079	4944	4694	4187	2947	4745
Utp20	2460	1989	1609	1915	1532	1930
Slc5a8	251	21	20	149	96	103
Ano4	4810	4098	2479	2881	696	991
Gas2l3	2058	1712	1617	4286	2921	4386
Nr1h4	11	15	13	15	18	18
Slc17a8	2	7	2	19	2	16
Scyl2	3461	2912	2767	3105	2305	3447
Actr6	639	526	457	601	471	684
Bltp3b	4653	4448	3664	7102	5540	7855
Anks1b	26	38	36	17	12	10
Gm4184	16	6	2	2	0	3
Apaf1	1315	1180	974	1011	669	908
Ikbip	2072	2039	1723	1210	823	1204
Slc25a3	14715	13571	11852	10727	7896	12605
NA	0	0	0	0	0	0
Tmpo	7502	6183	4970	7513	4822	6479
Gm19998	15	9	31	43	16	27
Mir135a-2	61	70	54	16	10	13
Rmst	1593	1919	1443	503	358	375
Mir1251	4	2	0	1	2	1
Gm20757	26	17	12	2	0	0
Gm8512	6	1	0	0	0	2
Nedd1	1779	1410	1366	1589	1103	1460
NA	185	197	182	2107	1759	2544
Cfap54	1689	1750	1362	16018	12777	17509
Cdk17	3508	2752	2366	3717	3063	3565
Mir1931	0	0	0	4	1	0
Elk3	3933	3090	2785	2291	1505	2201
Gm17745	50	37	32	22	2	16
Lta4h	6647	4058	4128	4126	2743	4258
Hal	17	4	2	2	2	13
Amdhd1	75	31	14	4	3	4
Ccdc38	12	18	14	20	3	8
Snrpf	106	80	71	123	95	85
4933408J17Rik	0	3	3	6	2	2
Ntn4	1021	947	559	2055	1769	2126
Gm8580	2	0	0	0	0	2
Gm15915	4	0	0	0	0	0
Usp44	1	0	0	0	0	2
Metap2	8134	6753	6149	6868	5180	8594
4930471D02Rik	0	0	0	0	0	2
Mir331	5	1	3	1	6	4
Vezt	1659	1576	1293	1224	808	1186
Fgd6	2383	2058	1570	1612	813	1172
Nr2c1	2203	1789	1586	2051	1679	2412
Ndufa12	661	574	427	455	447	557
NA	3	2	5	2	3	1
Gm4792	0	0	0	0	0	0
Tmcc3	5267	4098	3898	3864	2880	4360
Cep83os	1023	987	784	1253	871	1166
Cep83	1915	1735	1631	10533	8455	11455
Plxnc1	619	382	328	251	157	194
Cradd	946	1106	910	952	788	1129
2310039L15Rik	6	14	10	4	4	5
Socs2	3249	3507	2502	3242	2556	3244
5730420D15Rik	34	46	24	90	68	97
Mrpl42	1787	1425	1249	1152	1011	1428
Ube2n	4036	3665	3088	3844	3297	4636
Nudt4	15801	15319	13287	69845	60303	83695
Mir3058	9	2	2	42	17	11
Eea1	4097	3991	3216	3756	3138	4014
Gm20091	0	0	0	0	0	0
Btg1	8281	7522	5480	4331	2667	4303
4930556N09Rik	0	0	0	0	0	0
Mir3966	0	0	0	0	0	0
Dcn	59200	39473	39189	19647	5581	13375
Lum	17515	13060	12099	4023	1245	2741
4930473O22Rik	0	0	0	0	0	0
Kera	2	0	0	0	0	0
Epyc	3	3	0	0	0	0
Gm10754	0	0	0	0	0	0
Ccer1	0	0	0	2	0	1
C030005K15Rik	0	0	0	0	0	0
Gm8633	0	0	0	0	0	0
Atp2b1	21651	15103	14514	7605	4867	7555
Poc1b	1366	1068	869	1656	1239	1704
Galnt4	1556	1467	1235	1301	990	1285
NA	2	2	0	5	2	0
Dusp6	1531	1463	1432	1723	1372	1669
Gm20110	5	0	3	14	10	7
Gm18409	2	2	1	5	9	7
Csl	15	15	8	23	12	23
Kitl	4308	3036	3191	5491	3708	6266
Gm4301	0	0	0	0	0	0
Gm4302	0	0	0	0	0	0
Gm4303	0	0	0	0	0	0
Gm4305	0	0	0	0	0	0
Gm4307	0	0	0	0	0	0
Gm4312	0	0	0	0	0	0
Tmtc3	2871	2117	1949	2670	1630	2243
Cep290	1740	1614	1333	7162	5954	8086
4930430F08Rik	337	286	303	411	290	418
1700017N19Rik	0	0	0	0	0	0
Mgat4c	0	0	0	0	0	0
Mir3059	0	0	0	0	0	0
Nts	12	23	12	2	2	2
Rassf9	535	574	448	2627	2112	2761
Alx1	4	8	2	55	58	45
Lrriq1	736	750	658	5305	3829	5907
Slc6a15	96	94	46	283	198	375
Gm21293	0	0	0	0	0	0
Gm21304	0	0	0	0	0	0
Gm21312	0	0	0	0	0	0
Gm20765	0	0	0	0	0	0
Gm4340	0	0	0	0	0	0
Tmtc2	2539	2193	1903	1906	972	1431
Gm15663	289	308	204	193	108	153
Mettl25	465	419	315	413	334	355
Ccdc59	1176	1072	948	1085	729	1149
Rps15a-ps1	0	0	0	0	1	1
C230021G24Rik	0	6	0	2	0	4
Ppfia2	31	13	15	15	6	12
Acss3	1853	1460	1260	1383	511	850
Lin7a	237	177	136	280	56	73
Myf5	0	0	0	0	0	0
Myf6	0	0	0	0	0	6
Ptprq	90	92	82	57	8	49
Otogl	68	47	34	7	2	2
Ppp1r12a	14613	10324	8332	5892	2320	3123
Pawr	2997	2673	2340	2661	1830	2355
Syt1	796	378	458	990	184	320
Brcc3dc	0	0	0	0	0	0
Nav3	64	89	33	202	139	221
9230102K24Rik	0	0	0	2	0	2
E2f7	111	45	55	275	185	175
1700020G17Rik	1	0	0	0	0	0
Csrp2	5666	2998	4434	3387	1757	3142
Zdhhc17	2713	2787	2093	2384	1659	2115
Rpl6l	1684	1622	1629	1300	1064	1390
Osbpl8	3454	3119	2688	4511	3163	4330
Bbs10	339	276	288	541	478	667
Nap1l1	9305	7853	6703	7896	5767	8831
Gm5176	10	5	2	21	14	5
Phlda1	3562	2557	2541	1890	1273	1588
4933440J02Rik	2	0	0	0	0	0
Gm20758	0	0	1	0	2	0
Krr1	1915	1520	1431	1725	1241	1671
Glipr1	362	255	195	88	56	77
Glipr1l1	0	0	0	2	0	3
Glipr1l2	0	0	0	0	0	0
Glipr1l3	0	6	2	12	8	17
Caps2	747	791	598	2026	1751	2334
Kcnc2	499	406	433	658	358	490
1700010J16Rik	0	0	0	0	0	0
Atxn7l3b	10613	9724	8535	8548	6521	9327
Trhde	108	87	33	40	4	24
Tph2	2	0	4	0	0	2
NA	0	0	0	0	0	0
Tbc1d15	2467	2326	1872	1972	1314	1927
Gm8942	84	87	90	65	34	46
Rab21	3652	2943	2515	2606	1829	2576
Gm10752	6	7	7	17	14	23
Tmem19	2358	2124	1946	2702	2170	3274
Thap2	1157	975	664	1129	747	1028
Zfc3h1	5642	5169	3860	5649	3241	4322
Lgr5	204	106	192	371	294	528
NA	0	0	0	0	0	0
A930009A15Rik	3	0	1	1	2	3
Tspan8	6849	4661	4561	5501	3017	5950
Ptprr	3318	2518	2482	58	34	71
Taf7l2	0	0	0	0	0	0
Ptprb	4073	3146	2383	1728	509	1032
Kcnmb4	150	152	146	385	310	387
Kcnmb4os1	0	0	0	4	4	2
Kcnmb4os2	4	12	13	30	8	18
Cnot2	4609	3911	3458	3651	2569	3965
NA	280	197	138	165	93	135
1700030O20Rik	0	0	0	0	0	0
Myrfl	25	61	58	0	2	2
Rab3ip	1762	1673	1411	2162	1732	2434
4933412E12Rik	375	336	293	635	423	698
D630029K05Rik	4	0	3	11	0	7
Gm5781	49	50	29	21	10	25
Best3	8	0	0	8	1	5
Gm10747	0	0	0	2	6	2
Lrrc10	0	0	0	0	1	0
NA	0	1	0	2	0	1
Cct2	8161	6976	6415	8221	6313	9666
Frs2	4578	4017	3399	4614	3184	4460
Yeats4	2187	1973	1900	2120	1521	2582
Lyz3	1	0	0	0	2	0
Lyz2	11588	7235	7832	3033	1266	2900
Lyz1	142	206	177	145	104	516
Cpsf6	5718	4852	3914	5656	3583	4587
Cpm	3269	1861	1822	968	915	1288
Mdm2	3673	3640	2917	6012	5094	6493
Slc35e3	1450	1200	1226	3905	3092	4118
Nup107	1480	1106	1081	1194	775	1099
NA	167	111	110	75	67	93
Rap1b	3728	3101	2893	2082	1521	1798
4933411E08Rik	12	10	5	14	6	30
Mdm1	1006	920	796	5265	4491	5644
Il22	0	0	0	0	0	0
Il22b	0	0	0	0	0	0
Gm9040	0	0	0	0	0	0
Gm9044	0	0	0	0	0	0
Gm9045	0	1	0	0	0	0
Gm9046	0	1	0	0	0	0
Gm9048	0	0	0	0	0	0
Gm9049	0	0	0	0	1	0
Ifng	5	0	0	0	0	0
Dyrk2	2214	1837	1517	3481	2314	2947
Gm10744	5	3	2	16	22	4
C78653	0	0	0	4	0	2
1700064J06Rik	0	0	0	0	0	0
Cand1	9161	7983	6932	9215	6535	9918
1700025F24Rik	6	6	2	12	7	19
Grip1	684	829	571	220	151	264
Grip1os2	0	1	0	0	1	0
Helb	609	485	363	590	361	545
Irak3	451	278	245	156	59	116
Tmbim4	2346	1968	2017	2525	1720	2570
NA	0	0	1	0	0	0
Llph	37	43	33	37	22	40
Hmga2	621	537	385	744	621	1060
1700006J14Rik	3	2	1	5	2	0
9230105E05Rik	5	6	12	15	6	12
Mir763	0	0	0	0	0	0
Gm10743	0	0	0	0	0	0
4921513I03Rik	1	0	1	0	2	2
Msrb3	11606	7191	7188	4126	2286	3360
Gm15910	25	21	11	44	19	27
Lemd3	1788	1747	1362	1769	1340	1618
Wif1	276	76	240	103	69	121
NA	0	0	0	0	0	0
Tbc1d30	1224	1168	871	2444	1633	2597
Gns	22085	19223	16003	25732	20600	28277
Rassf3	10996	9564	8300	8390	5895	9064
Tbk1	2132	2048	1521	1994	1429	2002
Xpot	5189	4344	3856	6133	5019	6556
D930020B18Rik	6	6	4	3	7	6
Kics2	627	519	439	471	299	356
Srgap1	338	197	205	70	40	57
Gm4801	0	0	0	0	0	0
Gm9079	60	75	36	27	37	47
Rxylt1	1384	1248	1079	1072	803	1435
Gm4489	3	1	0	2	0	0
Avpr1a	152	129	100	54	14	33
Sros1	9	12	9	6	0	12
Ppm1h	1647	1131	1160	1540	1354	1694
Mirlet7i	5	1	4	6	4	2
Mon2	7006	6141	5128	7324	4400	6635
Usp15	2821	2205	1972	1960	1191	2144
Gm4129	4	2	10	8	6	6
Tafa2	2	12	7	16	2	13
NA	0	0	0	0	0	0
4930503E24Rik	2	0	5	3	1	0
Slc16a7	462	351	315	1060	767	1170
Lrig3	2313	2127	2110	1930	1650	2085
Atp23	279	174	240	168	169	224
Ctdsp2	22190	18149	14933	22303	13858	20492
Mir26a-2	0	1	1	0	0	0
Mir546	0	0	0	0	0	0
Avil	182	102	122	333	145	170
Tsfm	900	819	707	645	515	669
Eef1akmt3	70	44	55	60	7	25
Mettl1	719	792	625	420	319	444
Cyp27b1	12	17	14	15	2	12
Marchf9	1919	1764	1432	2103	1397	1755
Cdk4	8671	7294	6209	8632	6317	8764
Tspan31	5390	5315	4628	5563	4207	6498
A730063M14Rik	58	55	57	55	71	104
Agap2	1693	1036	1037	647	178	314
Os9	13401	11721	10931	13676	9591	15189
B4galnt1	3536	2658	2295	6884	5244	7562
Slc26a10	36	29	45	25	20	21
Arhgef25	6138	4967	4349	2270	1204	1588
Dtx3	9111	7767	6233	12128	7800	10185
F420014N23Rik	210	211	113	228	89	116
Pip4k2c	8229	7516	6436	5572	4119	6270
Kif5a	124	102	69	58	41	44
Dctn2	8672	7971	6927	7626	5857	9292
Mbd6	5869	5809	3996	6020	3565	4320
Ddit3	852	645	620	813	361	732
Mars1	2632	2371	1973	1656	1599	2005
Arhgap9	401	260	262	336	167	318
Gli1	2358	2055	1840	229	89	131
Inhbe	0	0	0	0	0	0
Inhbc	0	0	0	4	0	0
R3hdm2	9494	8222	6373	11033	7779	11767
Stac3	79	65	47	106	31	35
Ndufa4l2	333	257	153	103	22	29
Shmt2	2918	2402	2074	2186	1632	2296
Nxph4	14	8	5	0	0	0
Lrp1	31068	22365	17594	32490	14334	22083
Stat6	6272	5174	4268	12743	9887	13298
Nab2	2894	2549	2088	3848	2997	4330
1700012D01Rik	64	50	60	130	73	120
Nemp1	791	719	572	1776	1200	1683
Myo1a	314	378	345	36	13	19
Tac2	37	30	11	8	4	4
Zbtb39	2133	1864	1445	1894	1631	1956
Gpr182	280	183	196	386	269	525
Rdh1	29	24	18	15	12	26
Rdh9	29	19	21	30	18	24
Rdh16	19	19	9	2	0	4
Rdh18-ps	9	0	6	1	0	0
Rdh19	0	0	0	0	0	0
Rdh16f2	2	0	0	0	0	0
Rdh7	0	0	0	0	0	0
Sdr9c7	15	4	2	62	43	54
Hsd17b6	0	0	0	0	0	1
Prim1	458	514	390	394	220	353
Naca	16605	16842	14950	12796	9109	13631
Ptges3	3547	3661	2909	7068	6394	7990
NA	8	11	5	19	10	14
Atp5b	41404	36992	32112	27975	22242	32912
Mir677	15	5	5	12	4	8
Baz2a	7872	8076	6036	8926	5295	8088
Rbms2	6926	5119	4554	4144	2363	3824
Gls2	19	17	15	9	12	2
Spryd4	588	468	486	447	319	473
Mip	2	11	4	1	4	2
Timeless	474	373	317	267	126	220
Apon	0	2	1	0	0	0
Apof	5	0	0	6	0	3
Stat2	3420	2827	2315	1676	968	1471
Il23a	39	36	23	26	27	37
Pan2	3298	2976	2366	3566	2464	3129
Cnpy2	6109	6078	5908	5766	4149	6723
Cs	13848	12017	9964	8363	6445	9737
Coq10a	1048	857	736	1381	892	1362
Ankrd52	6496	5193	4121	5489	3280	4595
Slc39a5	31	11	14	46	17	27
Nabp2	2235	2074	1768	1589	1202	1740
Rnf41	3136	2804	2447	3689	2820	3921
Smarcc2	12738	10206	8480	13274	8529	11892
Myl6	48961	41301	35908	17989	10278	15335
Myl6b	292	351	228	118	77	122
NA	351	337	261	349	258	328
Esyt1	8537	6200	5227	3432	2178	3287
Zc3h10	975	848	777	866	669	1005
Rpl41	28797	28685	27486	20641	14974	22981
Pa2g4	6187	5287	4451	5740	4782	6975
Erbb3	4484	5043	3679	7703	5079	8000
Gm9182	24	14	10	31	13	11
Rps26	18811	16561	15185	12780	9227	14456
Ikzf4	887	421	434	430	332	454
Suox	3598	6552	3551	710	517	657
Rab5b	10311	9678	7747	7855	5591	8594
Cdk2	1547	1155	1104	845	393	708
Pmel	166	150	176	138	87	192
Dgka	2845	2224	1695	1300	493	904
Pym1	1201	1138	961	832	559	813
Mmp19	991	644	509	217	53	174
Tmem198b	1267	1001	862	599	335	497
Dnajc14	4582	4279	3501	4018	2866	4248
Ormdl2	919	879	887	919	716	1167
Sarnp	1308	1094	1255	1023	800	1047
Gdf11	313	198	175	52	13	14
Cd63	9311	7311	6694	4320	2621	3932
Rdh5	277	234	181	401	197	328
Bloc1s1	2746	2638	2314	1949	1528	2164
Itga7	2545	1718	1518	705	209	378
Mettl7b	4	3	4	2	0	6
Or10p22	0	0	0	0	0	0
Or10p21	0	0	0	0	0	0
Or6c200-ps1	0	0	0	0	0	0
Olfr765	0	0	0	0	0	0
Olfr766-ps1	0	0	0	0	0	0
Or6c8	0	0	0	0	0	0
Or6c38	0	1	0	0	0	0
Or6c2b	0	0	0	0	0	0
NA	0	0	0	0	0	0
Or6c201	0	0	0	0	0	0
Or6c202	0	0	0	0	0	0
Or6c203	0	0	0	0	0	0
Or6c204	0	0	0	0	0	0
Or6c5	0	0	0	0	0	0
Or6c205	0	0	0	0	0	0
Or6c206	0	0	0	0	0	0
Or6c207	0	0	0	0	0	0
Or6c68	0	0	0	0	0	0
Or6c35	0	0	0	0	0	0
Or6c6	0	0	0	0	0	0
Or6c208	0	0	0	0	0	0
Or6c1b	0	0	0	0	0	0
Or6c5c	0	0	0	0	0	0
Or6c3	0	0	0	0	0	0
Or6c75	0	0	0	0	0	0
Or6c2	0	0	0	0	0	0
Or6c66b	0	0	0	0	0	0
Or6c88	0	0	0	0	0	0
Or10p1	0	0	0	0	0	0
Or6c66	0	0	0	0	0	0
Or6c209	0	0	0	0	0	0
Or6c210	0	0	0	0	0	0
Or6c211	0	0	0	0	0	0
Or6c1	0	0	0	0	0	0
Or6c3b	0	0	0	0	0	0
Or6c6c	0	0	0	0	0	0
Or6c212	0	0	0	0	0	0
Or6c213	0	0	0	0	0	0
Or6c214	0	0	0	0	0	0
Or6c65	0	0	0	0	0	0
Or6c76	0	0	0	0	0	0
Or6c69b	0	0	0	0	0	0
Or6c215	0	0	0	0	0	0
Or6c216	0	0	0	0	0	0
Or6c76b	0	0	0	0	0	0
Or6c70	0	0	0	0	0	0
Or6c217	0	0	0	0	0	0
Or6c69	0	0	0	0	0	0
Or6c219	0	0	0	0	0	0
Or10u4	0	0	0	0	0	0
Or10u3	0	0	0	0	0	0
Or6c33	0	0	0	0	0	0
Or6c74	0	0	0	0	0	0
Or6c69c	0	0	0	0	0	0
Or9r3	0	0	0	0	0	0
Or9r7	0	0	0	0	0	0
Or9k2	0	0	0	0	0	0
Or9k2b	0	0	0	0	0	0
Or9k7	0	0	0	0	0	0
Neurod4	0	0	0	0	0	0
Tespa1	24	28	20	11	4	6
Vmn2r84	2	4	0	1	3	0
Vmn2r85	0	0	0	3	0	4
Vmn2r86	0	0	0	0	0	0
Vmn2r87	7	3	3	22	10	10
Ftl1-ps2	8	1	4	3	1	6
Pisd-ps1	855	1092	619	1013	673	652
Sfi1	4817	4181	3201	4856	3323	4308
Eif4enif1	4603	4026	3338	3608	2833	4076
Drg1	3732	3283	3028	3606	3068	4439
Patz1	3027	2825	2313	2580	1707	2518
Gm12592	124	115	91	219	122	204
Gm11944	123	91	83	251	158	212
Pik3ip1	4208	4052	3566	8054	4106	8385
Limk2	9072	8648	7594	14116	10079	15022
Rnf185	3604	2885	2702	4201	2989	4767
8430429K09Rik	530	453	390	892	734	1197
Pla2g3	150	163	107	384	199	233
Inpp5j	1134	1255	928	699	450	804
Selenom	6984	5100	4965	4765	2683	4506
Smtn	25907	15144	14282	3836	1199	2107
Tug1	8052	6659	5779	5887	4178	6077
Morc2a	3971	3146	2795	2777	1867	2619
Osbp2	872	595	482	148	77	223
4921536K21Rik	153	126	142	709	596	878
Dusp18	2503	2321	2092	13171	10621	15186
NA	0	0	0	0	0	0
Slc35e4	903	799	818	3207	3059	3912
Tcn2	6147	4178	4379	5694	3155	6162
4930556J24Rik	2	1	0	9	0	2
Pes1	3470	2681	2464	2435	1931	2975
Gal3st1	437	362	367	305	247	406
NA	7	2	1	2	0	1
Sec14l4	410	408	348	3694	3176	3953
Sec14l3	7243	7387	6928	116594	85037	128844
Mtfp1	161	163	124	86	73	116
Sec14l2	119	66	41	46	29	74
Rnf215	1615	1470	1281	1060	732	1041
Mir3060	17	14	8	13	7	1
Ccdc157	4027	3666	2888	14246	10746	14463
Sf3a1	6774	5122	4644	5465	4040	6127
Tbc1d10a	2911	2836	2423	1993	1440	2196
Castor1	955	884	841	304	198	328
Osm	10	13	12	6	0	9
Lif	102	61	85	191	149	197
Hormad2	0	3	0	20	10	15
Mtmr3	7955	7354	6008	7588	5030	7515
Gm11961	0	4	0	3	2	2
Ascc2	2087	1862	1520	2124	1485	2093
Uqcr10	2661	2616	2323	1751	1280	1786
Zmat5	955	852	765	844	641	907
Cabp7	1	6	2	0	0	0
